SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-5-2019,Single Family Residential,1716 Mapleton Dr,Dallas,TX,75228,324900,3,2.0,Crestview East 01,1974,14636,1961,4,165,,Sold,,,http://www.redfin.com/TX/Dallas/1716-Mapleton-Dr-75228/home/31013272,NTREIS,14021636,N,Y,32.8190813,-96.6854279
PAST SALE,January-28-2019,Condo/Co-op,1001 Belleview St #101,Dallas,TX,75215,279900,1,1.5,Beat At The South Side Station,1175,41077,2007,71,238,363,Sold,,,http://www.redfin.com/TX/Dallas/1001-Belleview-St-75215/unit-101/home/30788681,NTREIS,13990015,N,Y,32.7686977,-96.7950343
PAST SALE,February-25-2019,Single Family Residential,2528 Marvin Ave,Dallas,TX,75211,319900,2,1.0,Kessler Plaza,1232,7057,1939,43,260,,Sold,,,http://www.redfin.com/TX/Dallas/2528-Marvin-Ave-75211/home/30847127,NTREIS,14000169,N,Y,32.7457924,-96.8600306
PAST SALE,January-14-2019,Single Family Residential,1820 Mcmillan Ave,Dallas,TX,75206,330000,2,1.0,Ross Ave Annex,1148,7492,1926,85,287,,Sold,,,http://www.redfin.com/TX/Dallas/1820-McMillan-Ave-75206/home/30808984,NTREIS,13971278,N,Y,32.8123262,-96.7744749
PAST SALE,February-25-2019,Single Family Residential,3730 Dunhaven Rd,Dallas,TX,75220,340000,3,2.0,North Davilla Drive Estates,1339,7405,1951,43,254,,Sold,,,http://www.redfin.com/TX/Dallas/3730-Dunhaven-Rd-75220/home/30911717,NTREIS,13969103,N,Y,32.8712192,-96.8547463
PAST SALE,February-1-2019,Single Family Residential,5220 Donovan Ct,Rowlett,TX,75088,298000,4,2.0,Falcon Ridge Add,2303,10280,2015,67,129,41,Sold,,,http://www.redfin.com/TX/Rowlett/5220-Donovan-Ct-75088/home/44526211,NTREIS,13933167,N,Y,32.9077094,-96.5121838
PAST SALE,March-29-2019,Single Family Residential,8317 Navigation Dr,Rowlett,TX,75088,309990,4,2.5,Lake Highlands Lake Ray Hubbard,2933,11413,1995,11,106,,Sold,,,http://www.redfin.com/TX/Rowlett/8317-Navigation-Dr-75088/home/32005425,NTREIS,14017361,N,Y,32.8897465,-96.5215797
PAST SALE,January-11-2019,Single Family Residential,1338 Cedar Oaks Blvd,Dallas,TX,75216,292500,3,2.0,Cedar Oaks Add,1545,7100,1947,88,189,,Sold,,,http://www.redfin.com/TX/Dallas/1338-Cedar-Oaks-Blvd-75216/home/30835525,NTREIS,13938839,N,Y,32.7317586,-96.8187503
PAST SALE,January-25-2019,Single Family Residential,6916 Trailcrest Dr,Dallas,TX,75232,299000,7,7.0,Oakland Terrace,6606,10106,2014,74,45,,Sold,,,http://www.redfin.com/TX/Dallas/6916-Trailcrest-Dr-75232/home/30937709,NTREIS,13966998,N,Y,32.66428,-96.835728
PAST SALE,March-4-2019,Single Family Residential,2533 Alco Ave,Dallas,TX,75211,289950,3,2.0,Kessler Plaza,1646,9191,1939,36,176,,Sold,,,http://www.redfin.com/TX/Dallas/2533-Alco-Ave-75211/home/30847401,NTREIS,13920435,N,Y,32.7471257,-96.8603259
PAST SALE,February-27-2019,Single Family Residential,224 Touchdown Dr,Irving,TX,75063,299000,4,2.0,Valley Ranch Lakes Ph 03,2086,5358,1996,41,143,42,Sold,,,http://www.redfin.com/TX/Irving/224-Touchdown-Dr-75063/home/31686718,NTREIS,13991736,N,Y,32.9457446,-96.9437685
PAST SALE,March-8-2019,Single Family Residential,3505 Whitney Dr,Carrollton,TX,75007,285000,3,2.0,Countryside Sec 1,2122,7187,1978,32,134,,Sold,,,http://www.redfin.com/TX/Carrollton/Unknown-75007/home/32956720,NTREIS,14004373,N,Y,33.009279,-96.866623
PAST SALE,February-28-2019,Single Family Residential,3912 Cameron Ln,Rockwall,TX,75087,325000,4,3.0,Castle Ridge Estates Ph 3,2298,10106,2016,40,141,33,Sold,,,http://www.redfin.com/TX/Rockwall/3912-Cameron-Ln-75087/home/148709736,NTREIS,13999656,N,Y,32.9722895,-96.4730488
PAST SALE,February-11-2019,Single Family Residential,4212 Briarbend Rd,Dallas,TX,75287,315000,3,3.0,Highlands Pkwy,2020,5227,1992,57,156,,Sold,,,http://www.redfin.com/TX/Dallas/4212-Briarbend-Rd-75287/home/32016273,NTREIS,13989865,N,Y,33.0054872,-96.8388268
