SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-1-2019,Single Family Residential,5946 Velasco Ave,Dallas,TX,75206,849900,4,4.5,Belmont Sub,4153,7841,2006,67,205,,Sold,,,http://www.redfin.com/TX/Dallas/5946-Velasco-Ave-75206/home/30806521,NTREIS,13995159,N,Y,32.8206615,-96.7638852
PAST SALE,February-25-2019,Single Family Residential,6276 Richmond Ave,Dallas,TX,75214,975000,4,6.0,Ezra Fudge,5429,13460,2006,43,180,,Sold,,,http://www.redfin.com/TX/Dallas/6276-Richmond-Ave-75214/home/30761036,NTREIS,13996958,N,Y,32.8158577,-96.75571
PAST SALE,March-8-2019,Multi-Family (2-4 Unit),1829 Euclid Ave,Dallas,TX,75206,830000,3,3.0,Levingston Place,3224,3746,2016,32,257,,Sold,,,http://www.redfin.com/TX/Dallas/1829-Euclid-Ave-75206/home/30808789,NTREIS,14003269,N,Y,32.8122281,-96.7738465
PAST SALE,February-1-2019,Single Family Residential,4217 Woodfin Dr,Dallas,TX,75220,1199000,3,2.0,Rockbrook Estates,2797,25178,1950,67,429,,Sold,,,http://www.redfin.com/TX/Dallas/4217-Woodfin-Dr-75220/home/30879432,NTREIS,13941987,N,Y,32.8715441,-96.8378083
PAST SALE,January-31-2019,Single Family Residential,4300 Arcady Ave,Highland Park,TX,75205,2499000,4,4.5,Highland Park West 01 Instl,4831,12545,1938,68,517,,Sold,,,http://www.redfin.com/TX/Dallas/4300-Arcady-Ave-75205/home/32067020,NTREIS,13976217,N,Y,32.8283501,-96.8072745
PAST SALE,January-23-2019,Single Family Residential,3428 Binkley Ave,University Park,TX,75205,725000,3,2.5,University Annex 02 Inst Rep,2622,3877,1985,76,277,,Sold,,,http://www.redfin.com/TX/Dallas/3428-Binkley-Ave-75205/home/32099760,NTREIS,13931644,N,Y,32.840985,-96.788486
PAST SALE,February-28-2019,Single Family Residential,3207 Saint Johns Dr,Highland Park,TX,75205,1575000,4,4.5,Highland Park 04 Instl,3733,7492,1992,40,422,,Sold,,,http://www.redfin.com/TX/Highland-Park/3207-Saint-Johns-Dr-75205/home/148165081,NTREIS,13925661,N,Y,32.834173,-96.784001
PAST SALE,February-7-2019,Single Family Residential,4216 Lively Ln,Dallas,TX,75220,1750000,3,4.0,Rockbrook Estates,5358,25178,2006,61,327,,Sold,,,http://www.redfin.com/TX/Dallas/4216-Lively-Ln-75220/home/30879445,NTREIS,13987379,N,Y,32.8722678,-96.8377458
PAST SALE,January-31-2019,Condo/Co-op,4201 Emerson Ave,University Park,TX,75205,789000,3,3.0,6505 Westchester Condos,2802,7144,2001,68,282,117,Sold,,,http://www.redfin.com/TX/Dallas/4201-Emerson-Ave-75205/unit-4201/home/30771442,NTREIS,13979321,N,Y,32.846115,-96.8065773
PAST SALE,February-28-2019,Single Family Residential,5631 Greenbrier Dr,Dallas,TX,75209,959000,3,2.0,Highway Estates,2370,11500,1948,40,405,,Sold,,,http://www.redfin.com/TX/Dallas/5631-Greenbrier-Dr-75209/home/30880661,NTREIS,13908371,N,Y,32.8582043,-96.8160472
PAST SALE,March-1-2019,Single Family Residential,4912 Abbott Ave,Highland Park,TX,75205,2900000,4,4.5,Highland Park,5952,12371,2005,39,487,,Sold,,,http://www.redfin.com/TX/Dallas/4912-Abbott-Ave-75205/home/32067164,NTREIS,13997874,N,Y,32.8279817,-96.7874044
PAST SALE,January-16-2019,Single Family Residential,6225 Mccommas Blvd,Dallas,TX,75214,1149900,4,4.5,Wilshire Heights,4100,8189,2018,83,280,,Sold,,,http://www.redfin.com/TX/Dallas/6225-McCommas-Blvd-75214/home/30821519,NTREIS,13879861,N,Y,32.8295434,-96.7589686
PAST SALE,April-4-2019,Single Family Residential,4524 N Versailles Ave,Highland Park,TX,75205,2895000,5,5.5,Highland Park,6686,10890,2005,5,433,,Sold,,,http://www.redfin.com/TX/Dallas/4524-N-Versailles-Ave-75205/home/32068600,NTREIS,14008767,N,Y,32.8314477,-96.8144617
PAST SALE,January-22-2019,Single Family Residential,1506 Eastus Dr,Dallas,TX,75208,1295000,4,3.5,East Kessler,3997,,2018,77,324,,Sold,,,http://www.redfin.com/TX/Dallas/1506-Eastus-Dr-75208/home/147285148,NTREIS,13773893,N,Y,32.7624867,-96.8340322
