SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-11-2019,Single Family Residential,4726 W University Blvd,Dallas,TX,75209,240000,2,1.0,Greenway Terrace,758,5663,1943,29,317,,Sold,,,http://www.redfin.com/TX/Dallas/4726-W-University-Blvd-75209/home/30850617,NTREIS,14027956,N,Y,32.8447127,-96.828975
PAST SALE,January-15-2019,Single Family Residential,8405 Romanway Dr,Dallas,TX,75249,230000,3,2.0,Summit Parc Ph 02,1920,2919,2006,84,120,28,Sold,,,http://www.redfin.com/TX/Dallas/8405-Romanway-Dr-75249/home/30728984,NTREIS,13978575,N,Y,32.6604972,-96.9460084
PAST SALE,March-1-2019,Single Family Residential,1700 Straus Rd,Cedar Hill,TX,75104,265000,4,2.5,Braeglen Highpointe Patio Garden Home,3340,4095,1992,39,79,,Sold,,,http://www.redfin.com/TX/Cedar-Hill/1700-Straus-Rd-75104/home/31233364,NTREIS,13991721,N,Y,32.6271746,-96.9573385
PAST SALE,February-27-2019,Condo/Co-op,4023 Wycliff Ave #103,Dallas,TX,75219,240000,3,2.0,La Espada Condos,1470,11456,1965,41,163,225,Sold,,,http://www.redfin.com/TX/Dallas/4023-Wycliff-Ave-75219/unit-103/home/31174099,NTREIS,14009216,N,Y,32.8199769,-96.80744
PAST SALE,February-27-2019,Single Family Residential,322 Beckleywood Blvd,Dallas,TX,75224,249000,2,2.0,Beckleywood,1100,21780,1929,41,226,,Sold,,,http://www.redfin.com/TX/Dallas/322-Beckleywood-Blvd-75224/home/30838595,NTREIS,14012146,N,Y,32.7257552,-96.8274166
PAST SALE,March-8-2019,Condo/Co-op,3102 Kings Rd #1104,Dallas,TX,75219,239900,2,2.0,Piazza Siena Condo,966,87033,2001,32,248,375,Sold,,,http://www.redfin.com/TX/Dallas/3102-Kings-Rd-75219/unit-1104/home/30780963,NTREIS,14010274,N,Y,32.8183615,-96.8199868
PAST SALE,January-16-2019,Single Family Residential,8206 Paul Pl,Rowlett,TX,75088,235000,4,3.5,Lakecrest 03 & 04 Rep,3024,11631,1991,83,78,,Sold,,,http://www.redfin.com/TX/Rowlett/8206-Paul-Pl-75088/home/32003123,NTREIS,13993277,N,Y,32.8817461,-96.5206838
PAST SALE,January-18-2019,Single Family Residential,4102 Simmons Dr,Rowlett,TX,75088,259000,3,2.0,Toler Ridge 03,1565,7797,1984,81,165,,Sold,,,http://www.redfin.com/TX/Rowlett/4102-Simmons-Dr-75088/home/32026666,NTREIS,13972633,N,Y,32.8836026,-96.5635969
PAST SALE,January-31-2019,Single Family Residential,1009 Claude St,Dallas,TX,75203,259900,3,2.5,Belvedere,2037,6621,2018,68,128,,Sold,,,http://www.redfin.com/TX/Dallas/1009-Claude-St-75203/home/30829102,NTREIS,13751016,N,Y,32.740213,-96.808948
PAST SALE,April-2-2019,Townhouse,379 Tonga,Dallas,TX,75203,250000,3,2.5,Sphinx at Fiji Ph 2,1468,2265,2016,7,170,68,Sold,,,http://www.redfin.com/TX/Dallas/379-Tonga-St-75203/home/59420395,NTREIS,13995035,N,Y,32.743908,-96.801807
PAST SALE,January-11-2019,Single Family Residential,1210 Holly Glen Dr,Dallas,TX,75232,240000,3,2.0,Highland Oaks 02 01 Inst,1881,8015,1962,88,128,,Sold,,,http://www.redfin.com/TX/Dallas/1210-Holly-Glen-Dr-75232/home/30902029,NTREIS,13977792,N,Y,32.687121,-96.8425748
PAST SALE,February-22-2019,Single Family Residential,223 S Waverly Dr,Dallas,TX,75208,275000,4,2.0,Sunset Hill,1188,7218,1987,46,231,,Sold,,,http://www.redfin.com/TX/Dallas/223-S-Waverly-Dr-75208/home/30830189,NTREIS,14006204,N,Y,32.7434789,-96.8493594
PAST SALE,March-11-2019,Single Family Residential,3964 Lost Creek Dr,Dallas,TX,75224,275000,4,2.0,Oak Park Estates,2172,9845,1965,29,127,,Sold,,,http://www.redfin.com/TX/Dallas/3964-Lost-Creek-Dr-75224/home/30900066,NTREIS,14002766,N,Y,32.6948115,-96.8465115
PAST SALE,March-20-2019,Single Family Residential,1646 Hansboro Ave,Dallas,TX,75224,239000,3,2.0,Edgefield Heights,1256,7492,1948,20,190,,Sold,,,http://www.redfin.com/TX/Dallas/1646-Hansboro-Ave-75224/home/30850329,NTREIS,14014126,N,Y,32.7155387,-96.848103
PAST SALE,February-12-2019,Single Family Residential,4131 Hollow Oak Dr,Dallas,TX,75287,255000,2,2.0,Bent Tree Gables,1271,3049,1984,56,201,110,Sold,,,http://www.redfin.com/TX/Dallas/4131-Hollow-Oak-Dr-75287/home/32185888,NTREIS,13964970,N,Y,32.997138,-96.839384
PAST SALE,February-27-2019,Single Family Residential,17107 Upper Bay Rd,Addison,TX,75001,275000,3,3.0,Addison Place Rev,1992,2439,1983,41,138,100,Sold,,,http://www.redfin.com/TX/Addison/17107-Upper-Bay-Rd-75001/home/31193610,NTREIS,14001581,N,Y,32.9849324,-96.8369738
PAST SALE,January-15-2019,Single Family Residential,8507 Arroyo Verda Dr,Dallas,TX,75249,265000,4,2.5,Summit Parc 04,2642,6229,2005,84,100,22,Sold,,,http://www.redfin.com/TX/Dallas/8507-Arroyo-Verda-Dr-75249/home/30764030,NTREIS,13972012,N,Y,32.6556203,-96.945006
PAST SALE,March-4-2019,Single Family Residential,5740 Mountain Hollow Dr,Dallas,TX,75249,265000,3,2.0,Mountain Hollow 01,1879,13721,2015,36,141,23,Sold,,,http://www.redfin.com/TX/Dallas/5740-Mountain-Hollow-Dr-75249/home/30782048,NTREIS,14014491,N,Y,32.6585661,-96.9635933
PAST SALE,March-12-2019,Single Family Residential,6351 Knoll Ridge Dr,Dallas,TX,75249,240000,3,2.5,Mountain Creek Meadows 1 PH 1 BLK L8,2038,6882,1989,28,118,,Sold,,,http://www.redfin.com/TX/Dallas/6351-Knoll-Ridge-Dr-75249/home/31156713,NTREIS,14012789,N,Y,32.6427398,-96.968205
PAST SALE,March-20-2019,Single Family Residential,822 Granada Dr,Duncanville,TX,75116,225000,4,2.0,Forest Hills 11,2193,8102,1972,20,103,,Sold,,,http://www.redfin.com/TX/Duncanville/822-Granada-Dr-75116/home/31313718,NTREIS,14013683,N,Y,32.6547292,-96.8918843
PAST SALE,March-28-2019,Multi-Family (2-4 Unit),4973 Thunder Rd,Dallas,TX,75244,230000,2,3.0,Silvertree Square,1862,4095,1978,12,124,,Sold,,,http://www.redfin.com/TX/Dallas/4973-Thunder-Rd-75244/home/31098307,NTREIS,14018568,N,Y,32.9244431,-96.8222674
PAST SALE,March-14-2019,Single Family Residential,4702 Cowan Ave,Dallas,TX,75209,313000,3,2.0,Greenway Terrace,1717,7492,1942,26,182,,Sold,,,http://www.redfin.com/TX/Dallas/4702-Cowan-Ave-75209/home/30850642,NTREIS,13975921,N,Y,32.8457572,-96.8299798
PAST SALE,January-18-2019,Multi-Family (2-4 Unit),2749 Meadow Gate Ln,Dallas,TX,75237,273000,6,,RED BIRD MEADOWS,2694,8276,1971,81,101,,Sold,,,http://www.redfin.com/TX/Dallas/2749-Meadow-Gate-Ln-75237/home/30956726,NTREIS,13970902,N,Y,32.65844,-96.863606
PAST SALE,March-12-2019,Single Family Residential,3421 S Ravinia Dr,Dallas,TX,75233,269000,2,1.0,Herbert D Coburn,1412,54014,1954,28,191,,Sold,,,http://www.redfin.com/TX/Dallas/3421-S-Ravinia-Dr-75233/home/30961708,NTREIS,14015932,N,Y,32.7012141,-96.8707651
PAST SALE,April-1-2019,Single Family Residential,2327 Klondike Dr,Dallas,TX,75228,254900,3,2.0,Cloverdale 01,1331,7536,1955,8,192,,Sold,,,http://www.redfin.com/TX/Dallas/2327-Klondike-Dr-75228/home/31001321,NTREIS,14014929,N,Y,32.8194772,-96.676363
PAST SALE,March-13-2019,Single Family Residential,17001 Vinland Dr,Addison,TX,75001,240000,2,2.0,Addison Place Rev,1539,3311,1983,27,156,100,Sold,,,http://www.redfin.com/TX/Addison/17001-Vinland-Dr-75001/home/31193711,NTREIS,13991612,N,Y,32.9835874,-96.8363457
PAST SALE,January-24-2019,Single Family Residential,4662 RALPH,Dallas,TX,75227,237000,3,2.5,CHARIOT VILLAGE,2016,6229,2018,75,118,,Sold,,,http://www.redfin.com/TX/Dallas/4662-Ralph-Ln-75227/home/145607230,NTREIS,13993672,N,Y,32.7843274,-96.6882815
PAST SALE,January-28-2019,Single Family Residential,5810 Smoke Glass Trl,Dallas,TX,75252,269000,3,2.5,Bent Trail Add Ph Two,1563,7841,1981,71,172,,Sold,,,http://www.redfin.com/TX/Dallas/5810-Smoke-Glass-Trl-75252/home/31848061,NTREIS,13977630,N,Y,33.0101189,-96.8081598
PAST SALE,February-1-2019,Single Family Residential,1135 Bayshore Dr,Rockwall,TX,75087,269900,3,2.5,Northshore #1a,2452,9583,1984,67,110,,Sold,,,http://www.redfin.com/TX/Rockwall/1135-Bayshore-Dr-75087/home/33916642,NTREIS,13957632,N,Y,32.9327473,-96.4757802
PAST SALE,January-31-2019,Condo/Co-op,4221 Cole Ave #305,Dallas,TX,75205,275000,2,2.0,Cole Ave Condo 4221,1030,17990,1983,68,267,329,Sold,,,http://www.redfin.com/TX/Dallas/4221-Cole-Ave-75205/unit-305/home/31166709,NTREIS,13968258,N,Y,32.8169521,-96.7924407
PAST SALE,March-29-2019,Condo/Co-op,3701 Turtle Creek Blvd Unit 12D,Dallas,TX,75219,259000,1,1.0,Turtle Creek North Condos,975,,1962,11,266,626,Sold,,,http://www.redfin.com/TX/Dallas/3701-Turtle-Creek-Blvd-75219/unit-12D/home/30795150,NTREIS,14033646,N,Y,32.8130094,-96.8018222
PAST SALE,February-21-2019,Single Family Residential,3643 Morningstar Cir,Farmers Branch,TX,75234,242900,4,2.0,Town North Estates,1978,15333,1959,47,123,,Sold,,,http://www.redfin.com/TX/Farmers-Branch/3643-Morningstar-Cir-75234/home/31342953,NTREIS,13969169,N,Y,32.9186469,-96.8589094
PAST SALE,March-18-2019,Single Family Residential,11850 High Valley Dr,Dallas,TX,75234,275000,3,2.0,Highland Meadows,1728,7579,1961,22,159,,Sold,,,http://www.redfin.com/TX/Dallas/11850-High-Valley-Dr-75234/home/30935666,NTREIS,13956399,N,Y,32.9112065,-96.8646923
PAST SALE,April-1-2019,Single Family Residential,2958 N Bend Dr,Dallas,TX,75229,269900,3,2.5,NORTHTOWN SQUARE,1660,1655,1994,8,163,30,Sold,,,http://www.redfin.com/TX/Dallas/2958-N-Bend-Dr-75229/home/31141725,NTREIS,14012212,N,Y,32.9077166,-96.879152
PAST SALE,April-4-2019,Single Family Residential,2904 Harbinger Ln,Dallas,TX,75287,242500,2,2.0,Old Mill Court Ph 2-B,1298,3093,1983,5,187,45,Sold,,,http://www.redfin.com/TX/Dallas/2904-Harbinger-Ln-75287/home/33152871,NTREIS,14002924,N,Y,32.9923394,-96.8649836
PAST SALE,April-8-2019,Single Family Residential,2222 S Tyler St,Dallas,TX,75224,269000,3,2.0,Elmdale,1852,7449,1953,1,145,,Sold,,,http://www.redfin.com/TX/Dallas/2222-S-Tyler-St-75224/home/30892641,NTREIS,14013801,N,Y,32.7237496,-96.8376333
PAST SALE,January-18-2019,Single Family Residential,3815 Pictureline Dr,Dallas,TX,75233,239000,4,2.0,Kimball Estates,1897,9932,1964,81,126,,Sold,,,http://www.redfin.com/TX/Dallas/3815-Pictureline-Dr-75233/home/30958285,NTREIS,13950091,N,Y,32.6953545,-96.8823295
PAST SALE,January-31-2019,Single Family Residential,4910 Lynnacre Dr,Dallas,TX,75211,235000,3,2.0,Kenwood,1646,34848,2018,68,143,,Sold,,,http://www.redfin.com/TX/Dallas/4910-Lynnacre-Dr-75211/home/31056621,NTREIS,13924568,N,Y,32.709367,-96.904602
PAST SALE,February-11-2019,Single Family Residential,1618 Champagne Dr,Dallas,TX,75224,224900,3,2.0,Oak Park Estates,1648,8843,1955,57,136,,Sold,,,http://www.redfin.com/TX/Dallas/1618-Champagne-Dr-75224/home/30899678,NTREIS,13942169,N,Y,32.7041723,-96.8467837
PAST SALE,March-1-2019,Single Family Residential,3911 Holliday Rd,Dallas,TX,75224,255000,3,2.0,Druid Hills,1682,21867,1958,39,152,,Sold,,,http://www.redfin.com/TX/Dallas/3911-Holliday-Rd-75224/home/30900118,NTREIS,13994240,N,Y,32.6955936,-96.8563124
PAST SALE,February-7-2019,Single Family Residential,408 Lansing St,Dallas,TX,75203,249900,2,2.0,Oak Cliff Original,1700,5314,1954,61,147,,Sold,,,http://www.redfin.com/TX/Dallas/408-Lansing-St-75203/home/30825933,NTREIS,13962196,N,Y,32.752364,-96.816417
PAST SALE,February-6-2019,Single Family Residential,422 Winding Brook Ln,Richardson,TX,75081,260000,3,2.0,Richland Oaks 03 Inst,1745,5009,1978,62,149,,Sold,,,http://www.redfin.com/TX/Richardson/422-Winding-Brook-Ln-75081/home/31973216,NTREIS,13991690,N,Y,32.9279242,-96.7313781
PAST SALE,February-6-2019,Single Family Residential,10420 Solta Dr,Dallas,TX,75218,259000,2,2.0,Lake Highland Estates 7,1430,8973,1954,62,181,,Sold,,,http://www.redfin.com/TX/Dallas/10420-Solta-Dr-75218/home/30969511,NTREIS,13977516,N,Y,32.8597563,-96.706487
PAST SALE,January-10-2019,Multi-Family (2-4 Unit),7406 Amherst Dr,Rowlett,TX,75088,318000,5,4.0,College Park,2258,6403,1984,89,141,,Sold,,,http://www.redfin.com/TX/Rowlett/7406-Amherst-Dr-75088/home/31991473,NTREIS,13976895,N,Y,32.885244,-96.531183
PAST SALE,January-15-2019,Single Family Residential,2044 Williams Way Ln,Dallas,TX,75228,229900,3,2.5,Ash Creek Add,1787,5009,1990,84,129,,Sold,,,http://www.redfin.com/TX/Dallas/2044-Williams-Way-Ln-75228/home/31149386,NTREIS,13979625,N,Y,32.8145539,-96.6798301
PAST SALE,February-8-2019,Single Family Residential,4920 Saint James Ct,Mesquite,TX,75150,255000,3,2.0,St James Estates,2302,9453,1988,60,111,,Sold,,,http://www.redfin.com/TX/Mesquite/4920-James-Ct-75150/home/31887024,NTREIS,14000355,N,Y,32.8375237,-96.6443117
PAST SALE,February-15-2019,Single Family Residential,10709 Cassandra Way,Dallas,TX,75228,242900,4,2.0,Country Club Park 01,2089,7667,1954,53,116,,Sold,,,http://www.redfin.com/TX/Dallas/10709-Cassandra-Way-75228/home/31004338,NTREIS,13955413,N,Y,32.8408984,-96.6645846
PAST SALE,February-20-2019,Single Family Residential,11481 Dumbarton Dr,Dallas,TX,75228,239900,3,2.5,Braeburn Glen Rev,1676,9453,1970,48,143,,Sold,,,http://www.redfin.com/TX/Dallas/11481-Dumbarton-Dr-75228/home/31105299,NTREIS,13993750,N,Y,32.8516709,-96.6517228
PAST SALE,March-29-2019,Single Family Residential,10040 Casa Oaks Dr,Dallas,TX,75228,249000,3,2.0,Casa View Oaks 08,1782,8015,1957,11,140,,Sold,,,http://www.redfin.com/TX/Dallas/10040-Casa-Oaks-Dr-75228/home/31002825,NTREIS,14001676,N,Y,32.8297507,-96.6721025
PAST SALE,March-27-2019,Single Family Residential,5040 Hollow Ridge Rd,Dallas,TX,75227,233000,4,2.0,Everglade Park 04,2200,7841,1985,13,106,,Sold,,,http://www.redfin.com/TX/Dallas/5040-Hollow-Ridge-Rd-75227/home/31140270,NTREIS,13981390,N,Y,32.7817336,-96.701138
PAST SALE,February-19-2019,Single Family Residential,11351 Lippitt Ave,Dallas,TX,75218,240000,3,2.0,Lochwood,1126,7797,1958,49,213,,Sold,,,http://www.redfin.com/TX/Dallas/11351-Lippitt-Ave-75218/home/30863977,NTREIS,13991423,N,Y,32.8560947,-96.6847595
PAST SALE,February-27-2019,Single Family Residential,2637 San Paula Ave,Dallas,TX,75228,232000,3,2.0,Casa View Oaks 04 Rev,1459,7362,1953,41,159,,Sold,,,http://www.redfin.com/TX/Dallas/2637-San-Paula-Ave-75228/home/30969102,NTREIS,13963343,N,Y,32.8322598,-96.6694711
PAST SALE,March-15-2019,Single Family Residential,14244 Greenhaw Ln,Dallas,TX,75253,236900,5,2.5,Shady Oaks,2571,5489,2018,25,92,25,Sold,,,http://www.redfin.com/TX/Dallas/14244-Greenhaw-Ln-75253/home/147420504,NTREIS,14017560,N,Y,32.676017,-96.586711
PAST SALE,February-4-2019,Single Family Residential,5406 Blue Cove Dr,Garland,TX,75043,225000,3,2.5,Anchor Point,1758,7492,1987,64,128,,Sold,,,http://www.redfin.com/TX/Garland/5406-Blue-Cove-Dr-75043/home/31349082,NTREIS,14015981,N,Y,32.8490549,-96.5541323
PAST SALE,March-1-2019,Single Family Residential,106 Gregory Dr,Heath,TX,75032,240000,3,2.0,Candlelite Park #1,1538,12502,2005,39,156,,Sold,,,http://www.redfin.com/TX/Heath/106-Gregory-Dr-75032/home/33941469,NTREIS,14007825,N,Y,32.8371965,-96.501373
PAST SALE,January-25-2019,Multi-Family (2-4 Unit),2423 ANSON Rd,Dallas,TX,75235,285000,4,3.0,MILES BENNETT,2349,14244,1940,74,121,,Sold,,,http://www.redfin.com/TX/Dallas/2423-Anson-Rd-75235/home/30814576,NTREIS,13876492,N,Y,32.8349292,-96.8530849
PAST SALE,February-1-2019,Single Family Residential,912 S Rosemont Ave,Dallas,TX,75208,275000,3,2.0,Terrace Home,1402,7797,1924,67,196,,Sold,,,http://www.redfin.com/TX/Dallas/912-S-Rosemont-Ave-75208/home/30832336,NTREIS,13934112,N,Y,32.7368983,-96.8477205
PAST SALE,March-6-2019,Single Family Residential,1204 S Waverly Dr,Dallas,TX,75208,259900,3,2.0,Sunset Annex,1484,7841,1948,34,175,,Sold,,,http://www.redfin.com/TX/Dallas/1204-S-Waverly-Dr-75208/home/30842057,NTREIS,13945246,N,Y,32.7329626,-96.8490189
PAST SALE,,Single Family Residential,4915 W University Blvd,Dallas,TX,75209,,1,1.0,,800,6752,1944,,,,Sold,,,http://www.redfin.com/TX/Dallas/4915-W-University-Blvd-75209/home/30851454,HARMLS,,N,Y,32.8451995,-96.8266799
PAST SALE,February-15-2019,Single Family Residential,3606 Highpoint Dr,Rockwall,TX,75087,240000,3,2.5,Lakeside Village #4,1444,6621,1986,53,166,124,Sold,,,http://www.redfin.com/TX/Rockwall/3606-Highpoint-Dr-75087/home/33912848,NTREIS,13971952,N,Y,32.9002837,-96.478019
PAST SALE,January-10-2019,Single Family Residential,8427 Creekbluff Dr,Dallas,TX,75249,229000,3,2.0,Mountain Creek Meadows 01 Ph 01,1992,6708,2002,89,115,,Sold,,,http://www.redfin.com/TX/Dallas/8427-Creekbluff-Dr-75249/home/31156535,NTREIS,13937947,N,Y,32.6412002,-96.9674497
PAST SALE,February-15-2019,Single Family Residential,5533 Bandit Dr,Dallas,TX,75249,245000,4,2.0,Mountain Terrace,2205,6490,2011,53,111,25,Sold,,,http://www.redfin.com/TX/Dallas/5533-Bandit-Dr-75249/home/30744542,NTREIS,13997604,N,Y,32.658518,-96.9704288
PAST SALE,March-15-2019,Single Family Residential,9008 Beckleycrest Ave,Dallas,TX,75232,239500,3,2.0,Beckley View,2380,10019,2019,25,101,,Sold,,,http://www.redfin.com/TX/Dallas/9008-Beckleycrest-Ave-75232/home/31036057,NTREIS,14021320,N,Y,32.638594,-96.833534
PAST SALE,January-28-2019,Single Family Residential,18023 Firecrest Ct,Dallas,TX,75252,274900,3,2.5,Preston Village Add Ph III,1887,3049,1993,71,146,50,Sold,,,http://www.redfin.com/TX/Dallas/18023-Firecrest-Ct-75252/home/32089163,NTREIS,13911219,N,Y,32.9975172,-96.8023839
PAST SALE,February-22-2019,Single Family Residential,1205 Dearborn Dr,Richardson,TX,75080,252500,4,2.0,Richardson Heights 07 4th Sec,1450,7536,1958,46,174,,Sold,,,http://www.redfin.com/TX/Richardson/1205-Dearborn-Dr-75080/home/31958486,NTREIS,13984206,N,Y,32.9423423,-96.7581399
PAST SALE,February-26-2019,Single Family Residential,13620 Spring Grove Ave,Dallas,TX,75240,269900,3,2.5,Spring Valley Park 03,1792,7797,1968,42,151,,Sold,,,http://www.redfin.com/TX/Dallas/13620-Spring-Grove-Ave-75240/home/31025233,NTREIS,13978197,N,Y,32.9340372,-96.7735539
PAST SALE,January-30-2019,Single Family Residential,13407 Baythorne Dr,Dallas,TX,75243,280000,4,3.0,Cimmaron Ridge 01,2278,8581,1978,69,123,,Sold,,,http://www.redfin.com/TX/Dallas/13407-Baythorne-Dr-75243/home/31101126,NTREIS,13992396,N,Y,32.9304595,-96.7074481
PAST SALE,February-1-2019,Townhouse,8534 Coppertowne Ln,Dallas,TX,75243,225000,2,2.5,Copperfield Add,1620,2091,1982,67,139,388,Sold,,,http://www.redfin.com/TX/Dallas/8534-Coppertowne-Ln-75243/home/31152587,NTREIS,13944803,N,Y,32.896657,-96.726504
PAST SALE,March-4-2019,Single Family Residential,11067 Wallbrook Dr,Dallas,TX,75238,280000,3,2.0,Kingsley Meadows,1542,8233,1974,36,182,,Sold,,,http://www.redfin.com/TX/Dallas/11067-Wallbrook-Dr-75238/home/31022096,NTREIS,13910799,N,Y,32.875601,-96.691274
