SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-4-2019,Single Family Residential,5847 Morningside Ave,Dallas,TX,75206,675000,3,3.0,Greenville Crest Add,3048,6665,1924,36,221,,Sold,,,http://www.redfin.com/TX/Dallas/5847-Morningside-Ave-75206/home/30811558,NTREIS,13946154,N,Y,32.829232,-96.7659745
PAST SALE,February-21-2019,Single Family Residential,5847 Monticello Ave,Dallas,TX,75206,729000,4,3.0,Greenville Crest Add,3573,7057,1940,47,204,,Sold,,,http://www.redfin.com/TX/Dallas/5847-Monticello-Ave-75206/home/30811613,NTREIS,13999708,N,Y,32.8272614,-96.7659338
PAST SALE,February-5-2019,Single Family Residential,5511 Morningside Ave,Dallas,TX,75206,624999,3,2.5,Greenland Hills Sec,2828,7797,1987,63,221,,Sold,,,http://www.redfin.com/TX/Dallas/5511-Morningside-Ave-75206/home/30812611,NTREIS,13830474,N,Y,32.8293627,-96.774139
PAST SALE,February-21-2019,Single Family Residential,7515 Midbury Dr,Dallas,TX,75230,565000,4,3.0,Highland Estates,2254,14767,1953,47,251,,Sold,,,http://www.redfin.com/TX/Dallas/7515-Midbury-Dr-75230/home/30989387,NTREIS,13989136,N,Y,32.9021326,-96.77765
PAST SALE,February-27-2019,Townhouse,4016 Travis St Unit F,Dallas,TX,75204,569000,2,2.5,Cityhomes-Regency,2378,1133,2001,41,239,250,Sold,,,http://www.redfin.com/TX/Dallas/4016-Travis-St-75204/unit-F/home/32251779,NTREIS,14012370,N,Y,32.8136111,-96.795343
PAST SALE,January-21-2019,Single Family Residential,702 Newell Ave,Dallas,TX,75223,539000,3,2.5,Santa Monica,2002,7144,1926,78,269,,Sold,,,http://www.redfin.com/TX/Dallas/702-Newell-Ave-75223/home/30818368,NTREIS,13990487,N,Y,32.8062251,-96.7413812
PAST SALE,February-27-2019,Townhouse,1310 Fitts Pl,Dallas,TX,75215,532152,3,3.5,Southside Place,2435,,2018,41,219,125,Sold,,,http://www.redfin.com/TX/Dallas/1310-Fitts-Pl-75215/home/146167820,NTREIS,13899058,N,Y,32.768936,-96.795786
PAST SALE,February-27-2019,Single Family Residential,7161 Copperleaf Dr,Dallas,TX,75231,649437,3,2.5,Lake Highlands Town Center,2493,3049,2019,41,261,125,Sold,,,http://www.redfin.com/TX/DALLAS/7161-COPPERLEAF-DR-75231/home/147058301,NTREIS,13934643,N,Y,32.873912,-96.734506
PAST SALE,February-28-2019,Multi-Family (2-4 Unit),2415 Knight St Unit A,Dallas,TX,75219,536000,3,3.5,Clifton Place Add 02,2828,7884,2018,40,190,,Sold,,,http://www.redfin.com/TX/Dallas/2415-Knight-St-75219/unit-A/home/146421883,NTREIS,13971657,N,Y,32.8064653,-96.8191166
PAST SALE,February-28-2019,Multi-Family (2-4 Unit),2415 Knight St Unit B,Dallas,TX,75219,536000,3,3.5,Clifton Place Add 02,2843,7884,2018,40,189,,Sold,,,http://www.redfin.com/TX/Dallas/2415-Knight-St-75219/unit-B/home/146509247,NTREIS,13971642,N,Y,32.8064653,-96.8191166
PAST SALE,January-18-2019,Single Family Residential,407 Newell Ave,Dallas,TX,75223,605000,3,2.5,Santa Monica,2256,7144,1936,81,268,,Sold,,,http://www.redfin.com/TX/Dallas/407-Newell-Ave-75223/home/30818285,NTREIS,13965271,N,Y,32.8077469,-96.7438561
PAST SALE,February-4-2019,Condo/Co-op,2411 N Hall St #24,Dallas,TX,75204,584500,2,2.5,West Side At State Thomas Cond,1977,87425,2006,64,296,151,Sold,,,http://www.redfin.com/TX/Dallas/2411-N-Hall-St-75204/unit-24/home/30776937,NTREIS,13961864,N,Y,32.8001035,-96.7948104
PAST SALE,January-10-2019,Single Family Residential,9115 LANSHIRE Dr,Dallas,TX,75238,549900,4,3.0,White Rock Highlands,2617,8015,1988,89,210,,Sold,,,http://www.redfin.com/TX/Dallas/9115-Lanshire-Dr-75238/home/30871525,NTREIS,13908183,N,Y,32.8646859,-96.7248392
PAST SALE,March-15-2019,Townhouse,3743 Panalero Ln,Dallas,TX,75209,635000,3,3.0,Oak Park Gardens,2750,,2018,25,231,100,Sold,,,http://www.redfin.com/TX/Dallas/3743-Panalero-Ln-75209/home/144477909,NTREIS,13743680,N,Y,32.827858,-96.821362
PAST SALE,March-8-2019,Single Family Residential,6919 Northaven Rd,Dallas,TX,75230,548500,3,2.0,Eudora Estates 3,2190,16945,1958,32,250,,Sold,,,http://www.redfin.com/TX/Dallas/6919-Northaven-Rd-75230/home/30989268,NTREIS,14019060,N,Y,32.9000197,-96.7874833
PAST SALE,April-1-2019,Single Family Residential,5435 Ashby Grove St,Dallas,TX,75209,678000,3,3.0,Cityville 2,2682,3049,2017,8,253,100,Sold,,,http://www.redfin.com/TX/Dallas/5435-Ashby-St-75204/home/156032167,NTREIS,14006824,N,Y,32.827583,-96.821583
PAST SALE,March-29-2019,Single Family Residential,5926 Royal Crest Dr,Dallas,TX,75230,549000,3,2.0,Northaven Park,1716,15420,1954,11,320,,Sold,,,http://www.redfin.com/TX/Dallas/5926-Royal-Crest-Dr-75230/home/30876936,NTREIS,14045276,N,Y,32.8992369,-96.8062001
PAST SALE,March-8-2019,Single Family Residential,17924 Castle Bend Dr,Dallas,TX,75287,635000,5,4.5,Estates Of Bent Tree West,4114,10019,1992,32,154,21,Sold,,,http://www.redfin.com/TX/Dallas/17924-Castle-Bend-Dr-75287/home/32081945,NTREIS,13934331,N,Y,32.9947535,-96.8321479
PAST SALE,March-5-2019,Townhouse,12002 De Or Dr,Dallas,TX,75230,569000,2,2.5,Preston Road 12000,2736,5227,1981,35,208,125,Sold,,,http://www.redfin.com/TX/Dallas/12002-De-or-Dr-75230/home/31018479,NTREIS,14013956,N,Y,32.9122879,-96.8027029
PAST SALE,March-29-2019,Single Family Residential,6335 Fairchild St,Plano,TX,75093,500000,2,2.5,Air Park Dallas Unrec,2095,12197,1977,11,239,,Sold,,,http://www.redfin.com/TX/Plano/6335-Fairchild-St-75093/home/31841216,NTREIS,14032020,N,Y,33.0194778,-96.8375705
PAST SALE,February-6-2019,Single Family Residential,6810 Delmeta Dr,Dallas,TX,75248,598000,4,3.5,Prestonwood,3020,17424,1969,62,198,,Sold,,,http://www.redfin.com/TX/Dallas/6810-Delmeta-Dr-75248/home/31075847,NTREIS,13968225,N,Y,32.9513005,-96.7912939
PAST SALE,March-21-2019,Single Family Residential,12120 Marbrook Dr,Dallas,TX,75230,600000,4,3.0,M W Jackson,2717,17119,1977,19,221,,Sold,,,http://www.redfin.com/TX/Dallas/12120-Marbrook-Dr-75230/home/31018504,NTREIS,13903961,N,Y,32.9140252,-96.7938659
PAST SALE,February-21-2019,Single Family Residential,4156 Fawnhollow Dr,Dallas,TX,75244,679999,4,3.5,Glen Cove East Sec 01,2985,13199,1970,47,228,,Sold,,,http://www.redfin.com/TX/Dallas/4156-Fawnhollow-Dr-75244/home/31095650,NTREIS,13833964,N,Y,32.9145014,-96.8385965
PAST SALE,February-8-2019,Single Family Residential,6251 Highgate Ln,Dallas,TX,75214,649500,4,3.5,Lovers Lane East Add 02 Instl,2644,8320,1968,60,246,,Sold,,,http://www.redfin.com/TX/Dallas/6251-Highgate-Ln-75214/home/30868840,NTREIS,13995153,N,Y,32.8494862,-96.7555182
PAST SALE,January-23-2019,Single Family Residential,674 Flagstone Dr,Irving,TX,75039,598000,3,3.5,Lakes of Las Colinas Ph 2b,2662,7667,2012,76,225,223,Sold,,,http://www.redfin.com/TX/Irving/674-Flagstone-Dr-75039/home/40505628,NTREIS,13965729,N,Y,32.8771306,-96.9330529
PAST SALE,January-31-2019,Townhouse,703 Will Rice Ave,Irving,TX,75039,565000,3,3.5,Amli Las Colinas Urban Center,2484,1307,2018,68,227,138,Sold,,,http://www.redfin.com/TX/Irving/703-Will-Rice-Ave-75039/home/52060038,NTREIS,13974695,N,Y,32.862899,-96.928146
PAST SALE,March-25-2019,Townhouse,3716 Herschel Ave,Dallas,TX,75219,649000,3,4.0,Carlton Corner 03,3016,2483,1999,15,215,,Sold,,,http://www.redfin.com/TX/Dallas/3716-Herschel-Ave-75219/unit-D/home/32213343,NTREIS,13985484,N,Y,32.819477,-96.810247
PAST SALE,January-30-2019,Single Family Residential,10112 Caribou Trl,Dallas,TX,75238,515000,4,2.5,Lake Highlands North,2313,9888,1969,69,223,,Sold,,,http://www.redfin.com/TX/Dallas/10112-Caribou-Trl-75238/home/31062469,NTREIS,13980747,N,Y,32.8865215,-96.7106453
PAST SALE,March-7-2019,Single Family Residential,1034 N Buckner Blvd,Dallas,TX,75218,549950,3,3.5,Lake Park Estates,2714,37505,1948,33,203,,Sold,,,http://www.redfin.com/TX/Dallas/1034-N-Buckner-Blvd-75218/home/30864122,NTREIS,13998624,N,Y,32.8374713,-96.7049407
