SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,4132 N Hall St,Dallas,TX,75219,425000,3,3.5,G A Knights Oak Lawn Ph 02,2099,2004,2000,2,202,75,Active,,,http://www.redfin.com/TX/Dallas/4132-N-Hall-St-75219/home/32194955,NTREIS,14051570,N,Y,32.8137479,-96.811606
MLS Listing,,Multi-Family (2-4 Unit),6036 Marquita Ave,Dallas,TX,75206,449900,2,2.0,Greenville Crest 02,1670,9540,1941,9,269,,Active,,,http://www.redfin.com/TX/Dallas/6036-Marquita-Ave-75206/home/30820100,NTREIS,14045100,N,Y,32.8257604,-96.7619711
MLS Listing,,Condo/Co-op,4310 Buena Vista St #28,Dallas,TX,75205,420000,2,2.5,Morrison Condos,1707,56628,2000,21,246,375,Active,,,http://www.redfin.com/TX/Dallas/4310-Buena-Vista-St-75205/unit-28/home/32253510,NTREIS,14039778,N,Y,32.8191268,-96.7937377
MLS Listing,,Condo/Co-op,5015 Meridian Ln #1102,Addison,TX,75001,410000,3,3.0,Meridian Square,1630,66777,2016,29,252,278,Active,,,http://www.redfin.com/TX/Addison/5015-Meridian-Ln-75001/unit-1102/home/109503130,NTREIS,14000762,N,Y,32.9655389,-96.8248721
MLS Listing,,Single Family Residential,1633 Vaughan Ct,Dallas,TX,75208,445000,3,2.5,1600 Kings Highway,1815,3398,2015,73,245,130,Active,,,http://www.redfin.com/TX/Dallas/1633-Vaughan-Ct-75208/home/110137540,NTREIS,13995530,N,Y,32.7543562,-96.8470978
MLS Listing,,Single Family Residential,1140 Manacor Ln,Dallas,TX,75212,447000,3,3.5,Trinity Green,1852,1481,2018,207,241,125,Active,April-27-2019 02:00 PM,April-27-2019 04:00 PM,http://www.redfin.com/TX/Dallas/1140-Manacor-Ln-75212/home/146967882,NTREIS,13922757,N,Y,32.776566,-96.840075
Redfin Data,,Single Family Residential,1044 Lake Ridge Dr,Richardson,TX,75081,415000,3,2.5,Richardson,2477,5009,2002,1,168,,Pre On-Market,,,http://www.redfin.com/TX/Richardson/1044-Lakeridge-Dr-75081/home/32269376,Coming Soon,29588,N,Y,32.9321745,-96.7193487
MLS Listing,,Condo/Co-op,2318 Stutz Dr Unit D3,Dallas,TX,75235,419000,3,3.0,Maple Grove Acres,1798,15507,2019,1,233,,Active,,,http://www.redfin.com/TX/Dallas/2318-Stutz-Dr-75235/unit-D3/home/160913031,NTREIS,14045971,N,Y,32.8217983,-96.839635
MLS Listing,,Single Family Residential,7819 La Verdura Dr,Dallas,TX,75248,449500,4,2.5,Richardson Heights Estates West 3r,2271,8930,1967,1,198,,Active,March-30-2019 01:00 PM,March-30-2019 03:00 PM,http://www.redfin.com/TX/Dallas/7819-La-Verdura-Dr-75248/home/31082658,NTREIS,14054748,N,Y,32.9671775,-96.7713681
MLS Listing,,Single Family Residential,9361 Creel Creek Dr,Dallas,TX,75228,450000,3,3.0,Lindenwood Park 03 Inst,2746,12720,1978,1,164,,Active,,,http://www.redfin.com/TX/Dallas/9361-Creel-Creek-Dr-75228/home/30998477,NTREIS,14054372,N,Y,32.821592,-96.6959148
MLS Listing,,Condo/Co-op,2310 N Carroll Ave #104,Dallas,TX,75204,439000,3,3.5,Elk Hill,1800,,2019,1,244,175,Active,March-31-2019 02:00 PM,March-31-2019 04:00 PM,http://www.redfin.com/TX/Dallas/2310-N-Carroll-Ave-75204/unit-104/home/160895762,NTREIS,14054489,N,Y,32.8071863,-96.785025
MLS Listing,,Single Family Residential,3859 Wemdon Dr,Dallas,TX,75220,415000,3,2.0,Berkshire,1504,9322,1947,1,276,,Active,,,http://www.redfin.com/TX/Dallas/3859-Wemdon-Dr-75220/home/30856391,NTREIS,14041797,N,Y,32.8655452,-96.8505322
MLS Listing,,Single Family Residential,2234 Ash Grove Way,Dallas,TX,75228,435000,3,2.5,Enclave at Ash Creek,2356,4574,2000,1,185,92,Active,,,http://www.redfin.com/TX/Dallas/2234-Ash-Grove-Way-75228/home/32196276,NTREIS,14053925,N,Y,32.8107707,-96.7046482
MLS Listing,,Single Family Residential,9262 Forest Hills Blvd,Dallas,TX,75218,425000,3,2.0,Casa Linda Highlands,2206,14331,1948,1,193,,Active,March-31-2019 01:30 PM,March-31-2019 03:00 PM,http://www.redfin.com/TX/Dallas/9262-Forest-Hills-Blvd-75218/home/30861373,NTREIS,14052369,N,Y,32.8288339,-96.7032274
MLS Listing,,Single Family Residential,9632 Angleridge Rd,Dallas,TX,75238,439000,4,2.5,White Rock North,2171,12458,1965,1,202,,Active,March-31-2019 01:00 PM,March-31-2019 03:00 PM,http://www.redfin.com/TX/Dallas/9632-Angleridge-Rd-75238/home/31066036,NTREIS,14053185,N,Y,32.8800345,-96.7224529
MLS Listing,,Single Family Residential,15623 Golden Creek Rd,Dallas,TX,75248,425000,3,3.0,Prestonwood,2561,7754,1980,1,166,,Active,March-31-2019 02:00 PM,March-31-2019 04:00 PM,http://www.redfin.com/TX/Dallas/15623-Golden-Creek-Rd-75248/home/31107099,NTREIS,14020519,N,Y,32.9606665,-96.798701
MLS Listing,,Townhouse,3103 Hedgerow Dr,Dallas,TX,75235,449900,3,2.5,Cherrywood 03,2386,5314,2005,1,189,,Active,,,http://www.redfin.com/TX/Dallas/3103-Hedgerow-Dr-75235/home/30762741,NTREIS,14053331,N,Y,32.824076,-96.828784
MLS Listing,,Single Family Residential,9708 Lakemont Dr,Dallas,TX,75220,400000,2,1.0,Glenridge Estates,1189,5881,1952,1,336,,Active,,,http://www.redfin.com/TX/Dallas/9708-Lakemont-Dr-75220/home/30910295,NTREIS,14053536,N,Y,32.8756765,-96.8424557
MLS Listing,,Single Family Residential,10547 Evangeline Way,Dallas,TX,75218,425000,3,2.0,Lockwood Anx Add 1,1966,10019,1958,1,216,,Active,,,http://www.redfin.com/TX/Dallas/10547-Evangeline-Way-75218/home/30863478,NTREIS,14049849,N,Y,32.8465361,-96.6925095
MLS Listing,,Single Family Residential,11926 Loch Ness Dr,Dallas,TX,75218,430000,4,2.5,Lochwood Meadows,2351,9191,1971,1,183,,Active,March-31-2019 01:00 PM,March-31-2019 04:00 PM,http://www.redfin.com/TX/Dallas/11926-Loch-Ness-Dr-75218/home/31045600,NTREIS,14051885,N,Y,32.8592855,-96.6890626
MLS Listing,,Single Family Residential,18108 Aramis Ln,Dallas,TX,75252,427900,4,2.5,Highlands #1,2792,9148,1981,2,153,10,Active,March-31-2019 03:00 PM,March-31-2019 05:00 PM,http://www.redfin.com/TX/Dallas/18108-Aramis-Ln-75252/home/31870279,NTREIS,14050051,N,Y,32.9961511,-96.7767752
MLS Listing,,Single Family Residential,8784 Rexford Dr,Dallas,TX,75209,429000,4,2.0,Shorecrest Terrace,1607,14375,1950,2,267,,Active,,,http://www.redfin.com/TX/Dallas/8784-Rexford-Dr-75209/home/30855635,NTREIS,14053804,N,Y,32.8583448,-96.8483124
MLS Listing,,Single Family Residential,12211 Quincy Ln,Dallas,TX,75230,439000,3,2.5,Melshire Estates,2675,16901,1977,2,164,,Active,,,http://www.redfin.com/TX/Dallas/12211-Quincy-Ln-75230/home/30964150,NTREIS,14053480,N,Y,32.9151111,-96.815799
MLS Listing,,Single Family Residential,8717 Clover Meadow Dr,Dallas,TX,75243,450000,6,4.0,Town Oak 3rd Sec,3331,8930,1975,2,135,,Active,,,http://www.redfin.com/TX/Dallas/8717-Clover-Meadow-Dr-75243/home/31106874,NTREIS,14053504,N,Y,32.8962572,-96.7354543
MLS Listing,,Single Family Residential,4575 Virginia Ave,Dallas,TX,75204,425000,2,2.5,Paroo,1882,1699,2019,2,226,,Active,March-30-2019 02:00 PM,March-30-2019 04:00 PM,http://www.redfin.com/TX/Dallas/4575-Virginia-Ave-75204/home/147237634,NTREIS,14053143,N,Y,32.8022743,-96.7770926
MLS Listing,,Single Family Residential,3715 Miles St,Dallas,TX,75209,449000,2,1.0,Elsmere,1472,6795,1927,2,305,,Active,,,http://www.redfin.com/TX/Dallas/3715-Miles-St-75209/home/52641362,NTREIS,14035545,N,Y,32.828476,-96.8202993
MLS Listing,,Single Family Residential,15751 Mapleview Cir,Dallas,TX,75248,449950,4,2.0,Prestonwood,2226,7928,1972,2,202,60,Active,March-30-2019 12:00 AM,March-30-2019 11:59 PM,http://www.redfin.com/TX/Dallas/15751-Mapleview-Cir-75248/home/31078887,NTREIS,14051836,N,Y,32.9640221,-96.778867
MLS Listing,,Single Family Residential,6606 Harvest Glen Dr,Dallas,TX,75248,445000,4,3.0,Prestonwood,2696,12720,1974,2,165,,Active,,,http://www.redfin.com/TX/Dallas/6606-Harvest-Glen-Dr-75248/home/31077710,NTREIS,14051965,N,Y,32.9502073,-96.797299
MLS Listing,,Single Family Residential,3668 Norcross Ln,Dallas,TX,75229,400000,3,2.0,Walnut Hill North 03,1652,10019,1956,3,242,,Active,March-31-2019 01:00 PM,March-31-2019 03:00 PM,http://www.redfin.com/TX/Dallas/3668-Norcross-Ln-75229/home/30929587,NTREIS,14052332,N,Y,32.8902186,-96.8578151
MLS Listing,,Single Family Residential,6214 Twin Oaks Cir,Dallas,TX,75240,445000,3,2.5,Coterie 02,2543,4574,1980,4,175,50,Active,,,http://www.redfin.com/TX/Dallas/6214-Twin-Oaks-Cir-75240/home/31017262,NTREIS,14051899,N,Y,32.9261062,-96.798973
MLS Listing,,Single Family Residential,4418 Capitol Ave,Dallas,TX,75204,425000,3,1.0,Golf Park,1022,6665,1943,4,416,,Active,,,http://www.redfin.com/TX/Dallas/4418-Capitol-Ave-75204/home/30792871,NTREIS,14051763,N,Y,32.8075541,-96.7863563
MLS Listing,,Single Family Residential,10012 Candlebrook Dr,Dallas,TX,75243,429900,5,3.5,Woodbridge,3339,12240,1982,4,129,,Active,,,http://www.redfin.com/TX/Dallas/10012-Candlebrook-Dr-75243/home/31102134,NTREIS,14051598,N,Y,32.9147271,-96.7127349
