SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,SOURCE
MLS Listing,Vacant Land,4166 Easter Ave,Dallas,75216,9900,0,,Oak Cliff Gardens,,,,17,,,Active,NTREIS
MLS Listing,Vacant Land,4822 Garland Ave,Dallas,75223,10000,0,,Caldwells R D,,2875,,7,,,Active,NTREIS
MLS Listing,Vacant Land,2858 Farragut St,Dallas,75215,13900,0,,Lincoln Place,,,,1,,,Active,NTREIS
MLS Listing,Vacant Land,3505 S Trunk Ave,Dallas,75215,15000,0,,Longs S S Oakwood,,3659,,57,,,Active,NTREIS
MLS Listing,Vacant Land,2855 Peary Ave,Dallas,75215,16000,0,,Lincoln Place,,,,112,,,Active,NTREIS
MLS Listing,Vacant Land,3606 Spring Ave,Dallas,75210,16900,0,,Sunnyside,,4748,,131,,,Active,NTREIS
MLS Listing,Vacant Land,4818 Garland Ave,Dallas,75223,17000,0,,Caldwells R D,,5009,,7,,,Active,NTREIS
MLS Listing,Vacant Land,2 Thoroughbred,Duncanville,75116,18000,0,,Thoroughbred Hills Rep,,16248,,1,,42,Active,NTREIS
MLS Listing,Vacant Land,3700 Ruskin St,Dallas,75215,18000,0,,Ruskin & Metropolitan,,4269,,40,,,Active,NTREIS
MLS Listing,Vacant Land,5035 Echo Ave,Dallas,75215,18000,0,,Oakland Place,,4704,,11,,,Active,NTREIS
MLS Listing,Vacant Land,1603 Caldwell St,Dallas,75223,18749,0,,Dickermans P L,,3790,,12,,,Active,NTREIS
MLS Listing,Vacant Land,1631 Pine St,Dallas,75215,20000,0,,Colonial,,7492,,31,,,Active,NTREIS
MLS Listing,Vacant Land,1635 Pine St,Dallas,75215,20000,0,,Colonial,,7492,,31,,,Active,NTREIS
MLS Listing,Vacant Land,2246 Harding St,Dallas,75215,20000,0,,Ervay Cedars,,6286,1985,136,,,Active,NTREIS
MLS Listing,Vacant Land,2834 Lebrock St,Dallas,75241,20000,0,,Carver Heights 02,,6490,,89,,,Active,NTREIS
MLS Listing,Vacant Land,3144 Harmon St,Dallas,75215,20000,0,,Harmon & Trunk Liberty Place B,,3528,,118,,,Active,NTREIS
MLS Listing,Vacant Land,5319 Colonial Ave,Dallas,75215,20000,0,,Ervay Place,,7013,,3,,,Active,NTREIS
MLS Listing,Vacant Land,4750 Burma Rd,Dallas,75216,20500,0,,Central Ave,,,,38,,,Active,NTREIS
MLS Listing,Vacant Land,2511 Fatima Ave,Dallas,75241,23000,0,,Carver Heights,,6142,,44,,,Active,NTREIS
MLS Listing,Vacant Land,4840 Fellows Ln,Dallas,75216,24900,0,,Central Ave,,7318,,67,,,Active,NTREIS
MLS Listing,Vacant Land,12045 Forest Glen Ln,Balch Springs,75180,25000,0,,Pleasant Forest,,8059,,4,,,Active,NTREIS
MLS Listing,Vacant Land,12049 Forest Glen Ln,Balch Springs,75180,25000,0,,Pleasant Forest,,8059,,4,,,Active,NTREIS
MLS Listing,Vacant Land,3143 Mcdermott Ave,Dallas,75215,25000,0,,Liberty Place Add,,3354,,201,,,Active,NTREIS
MLS Listing,Vacant Land,4219 Ramona Ave,Dallas,75216,25000,0,,Bellevue,,,,36,,,Active,NTREIS
MLS Listing,Vacant Land,6316 Teague Dr,Dallas,75241,25000,0,,Alameda Heights,,9583,,64,,,Active,NTREIS
MLS Listing,Vacant Land,2919 SIMPSON STUART Rd,Dallas,75241,26000,0,,CARVER HEIGHTS,,6166,,72,,,Active,NTREIS
MLS Listing,Vacant Land,2955 Simpson Stuart Rd,Dallas,75241,26900,0,,Carver Heights,,,,1,,,Active,NTREIS
MLS Listing,Vacant Land,5410 Riverside Dr,Dallas,75235,27000,0,,Arlington Park Estates,,8756,,36,,,Active,NTREIS
MLS Listing,Vacant Land,6402 Teague Dr,Dallas,75241,27500,0,,Alameda Heights,,7275,,164,,,Active,NTREIS
MLS Listing,Vacant Land,2335 Fatima Ave,Dallas,75241,29000,0,,Alameda Heights,,10934,,128,,,Active,NTREIS
MLS Listing,Vacant Land,2823 Marder St,Dallas,75215,29900,0,,South Lawn Addition,,5892,,12,,,Active,NTREIS
MLS Listing,Vacant Land,509 N Moore St,Dallas,75203,30000,0,,Dewberrys,,2483,,169,,,Active,NTREIS
MLS Listing,Single Family Residential,4017 Sonny Cir,Dallas,75210,32000,1,1,Lagow Spgs,444,3833,1920,38,72,,Active,NTREIS
MLS Listing,Vacant Land,1231 Diceman Ave,Dallas,75203,34813,0,,Diceman Annie,,13329,,45,,,Active,NTREIS
MLS Listing,Vacant Land,1006 Edgemont Ave,Dallas,75216,35000,0,,Edgemont,,11935,,129,,,Active,NTREIS
MLS Listing,Vacant Land,1631 Fordham Rd,Dallas,75216,35000,0,,Bellevue,,9627,,58,,,Active,NTREIS
MLS Listing,Vacant Land,4943 KILDARE Ave,Dallas,75216,35100,0,,GLENDALE ACRES,,12197,,57,,,Active,NTREIS
MLS Listing,Vacant Land,1227 Diceman Ave,Dallas,75203,35916,0,,Diceman Annie,,13761,,248,,,Active,NTREIS
MLS Listing,Vacant Land,937 Deerwood Dr,Dallas,75232,36900,0,,Polk Terrace,,8364,1956,21,,,Active,NTREIS
MLS Listing,Vacant Land,3201 Crossman Ave,Dallas,75212,37500,0,,Edgefield,,2788,,14,,,Active,NTREIS
MLS Listing,Vacant Land,4000 Hamilton Ave,Dallas,75210,37900,0,,Hamilton Add,,5924,,22,,,Active,NTREIS
MLS Listing,Vacant Land,511 Carey St,Dallas,75203,39000,0,,Gilroy Miss Carrie,,10716,,3,,,Active,NTREIS
MLS Listing,Vacant Land,1742 Garza Ave,Dallas,75216,39900,0,,Bellvue,,7667,,22,,,Active,NTREIS
MLS Listing,Condo/Co-op,7152 Fair Oaks Ave #2132,Dallas,75231,41900,0,1,Lakeview,351,380714,1975,102,119,85,Active,NTREIS
MLS Listing,Vacant Land,1326 CLAUDE St,Dallas,75203,42000,0,,EDGEMONT,,,,3,,,Active,NTREIS
MLS Listing,Vacant Land,10 Leigh Ann Dr,Dallas,75232,43000,0,,Tiffany Teel,,8930,,133,,,Active,NTREIS
MLS Listing,Vacant Land,11 Leigh Ann Dr,Dallas,75232,43000,0,,Tiffany Teel,,8494,,133,,,Active,NTREIS
MLS Listing,Vacant Land,3829 Vandervoort Dr,Dallas,75216,43000,0,,Bonnie View Gardens,,15420,,164,,,Active,NTREIS
MLS Listing,Vacant Land,9 Leigh Ann Dr,Dallas,75232,43000,0,,Tiffany Teel,,9148,,133,,,Active,NTREIS
MLS Listing,Vacant Land,3533 Oak Creek Cir,Dallas,75227,45000,0,,Flanerys,,,,29,,,Active,NTREIS
MLS Listing,Vacant Land,5722 Bon Aire Dr,Dallas,75241,45000,0,,Bon Air Add,,8015,,65,,,Active,NTREIS
MLS Listing,Vacant Land,7722 Garner Rd,Rowlett,75088,45000,0,,Charles D Merrill Surv 42 Abs,,5227,,115,,,Active,NTREIS
MLS Listing,Vacant Land,1223 Diceman Ave,Dallas,75203,45260,0,,Annie Diceman Add Bl B,,17341,,45,,,Active,NTREIS
MLS Listing,Vacant Land,1815 Kingsley Dr,Dallas,75216,46500,0,,Glendale Acres,,27094,,4,,,Active,NTREIS
MLS Listing,Vacant Land,1218 Fletcher St,Dallas,75223,47000,0,,J.D. Herndon,,6250,,16,,,Active,NTREIS
MLS Listing,Vacant Land,1315 Claude St,Dallas,75203,49900,0,,Edgemont Add 04 Inst,,7527,,16,,,Active,NTREIS
MLS Listing,Vacant Land,2801 Twyman Ave,Dallas,75215,49999,0,,English Place,,,,312,,,Active,NTREIS
MLS Listing,Vacant Land,1930 Muncie Ave,Dallas,75212,50000,0,,College Park Annex,,6534,,65,,,Active,NTREIS
MLS Listing,Vacant Land,2811 Fordham Rd,Dallas,75216,50000,0,,Oak Cliff Estates,,1,,291,,,Active,NTREIS
MLS Listing,Vacant Land,400 Town Creek Dr,Dallas,75232,51900,0,,Glen Oaks,,,,58,,,Active,NTREIS
MLS Listing,Vacant Land,1547 S Denley Dr,Dallas,75216,52000,0,,Edgemont,,7710,,151,,,Active,NTREIS
MLS Listing,Vacant Land,2 Belmont Pl,Duncanville,75116,52000,0,,Thoroughbred Hills Rep,,20212,,99,,38,Active,NTREIS
MLS Listing,Vacant Land,6212 S Lancaster Rd,Dallas,75241,52000,0,,Alameda Heights,,,,92,,,Active,NTREIS
MLS Listing,Vacant Land,1746 Avenue D,Grand Prairie,75051,53900,0,,Lake Crest 02,,9888,,211,,,Active,NTREIS
MLS Listing,Vacant Land,12026 Forest Glen Ln,Balch Springs,75180,55000,0,,Pleasant Forest,,14810,,127,,,Active,NTREIS
MLS Listing,Vacant Land,1224 Sunnyside Ave,Cockrell Hill,75211,55000,0,,W E Mobly,,6795,,56,,,Active,NTREIS
MLS Listing,Vacant Land,1731 Pablo St,Dallas,75212,55000,0,,Joseph P Lynch,,7057,,68,,,Active,NTREIS
MLS Listing,Vacant Land,2900 Darby Dr,Dallas,75227,55000,0,,Barbara Heights,,10019,,3,,,Active,NTREIS
MLS Listing,Single Family Residential,4010 Jamacia St,Dallas,75210,55000,1,1,Second Ave,630,6055,1925,1,87,,Active,NTREIS
MLS Listing,Condo/Co-op,4634 Country Creek Dr #1232,Dallas,75236,55000,1,1,Condo Country Creek,739,865276,1974,25,74,220,Active,NTREIS
MLS Listing,Condo/Co-op,6050 Melody Ln #262,Dallas,75231,55000,1,1,Tealwood On The Creek Condo,748,351616,1979,31,74,267,Active,NTREIS
MLS Listing,Vacant Land,6916 Tessla Dr,Dallas,75241,55000,0,,Village of Runyon Spgs,,6098,,130,,8,Active,NTREIS
MLS Listing,Vacant Land,6926 Tessla Dr,Dallas,75241,55000,0,,Village of Runyon Spgs,,5706,,130,,8,Active,NTREIS
MLS Listing,Condo/Co-op,9811 Walnut St #208,Dallas,75243,58900,1,1,Richland Trace Condos,683,383938,1981,78,86,205,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),6225 Howard Ave,Dallas,75227,59000,1,1,Peacock Terrace,724,8843,1948,15,81,,Active,NTREIS
MLS Listing,Vacant Land,9 Hawks Nest Ct,Dallas,75227,59000,0,,Enclave At Wooded Creek,,6750,,45,,57,Active,NTREIS
MLS Listing,Ranch,5 old dcad Trl,Lewisville,75056,59700,0,,J Wilson,,520106,,97,,,Active,NTREIS
MLS Listing,Vacant Land,3845 Sam Cir,Dallas,75233,60000,0,,Trinity Temple Addition No.3,,6490,,55,,,Active,NTREIS
MLS Listing,Vacant Land,414 Bridges St,Dallas,75217,60000,0,,Glendale Park,,31494,,99,,,Active,NTREIS
MLS Listing,Condo/Co-op,5003 Skillman St Unit 211A,Dallas,75206,60000,1,1,Arbor Court Condo,300,35284,1970,113,200,94,Active,NTREIS
MLS Listing,Vacant Land,6 Crescent Ln,Duncanville,75137,60000,0,,Greenbriar Estates,,19079,,421,,,Active,NTREIS
MLS Listing,Condo/Co-op,8110 Skillman St #1067,Dallas,75231,60000,1,1,Windtree Condos,613,343035,1980,23,98,187,Active,NTREIS
MLS Listing,Single Family Residential,8801 Slay St,Dallas,75217,60000,3,1,Sw Pt,1284,11151,1955,18,47,,Active,NTREIS
MLS Listing,Condo/Co-op,9823 Walnut St #301,Dallas,75243,62000,1,1,Richland Trace Condos,423,,1982,73,147,120,Active,NTREIS
MLS Listing,Condo/Co-op,9831 Walnut St #308,Dallas,75243,62000,1,1,Richland Trace Condos,423,,1983,73,147,120,Active,NTREIS
MLS Listing,Condo/Co-op,7152 Fair Oaks Ave Unit Q1083,Dallas,75231,62500,1,1.5,Lofts Condos,722,380714,1975,73,87,231,Active,NTREIS
MLS Listing,Condo/Co-op,4630 Country Creek Dr #1214,Dallas,75236,62900,1,1,Condo,548,865276,1974,22,115,221,Active,NTREIS
MLS Listing,Condo/Co-op,9801 Walnut St Unit A103,Dallas,75243,63000,1,1,Richland Trace Condos,551,383938,1981,37,114,160,Active,NTREIS
MLS Listing,Condo/Co-op,11470 Audelia Rd #357,Dallas,75243,65000,1,1,Cambridge Condos Ph 01 03,730,435295,1983,46,89,274,Active,NTREIS
MLS Listing,Single Family Residential,13979 Skyfrost Dr #31,Dallas,75253,65000,3,2,Amber Village,1152,,2017,23,56,,Active,NTREIS
MLS Listing,Vacant Land,2236 Van Cleave Dr,Dallas,75216,65000,0,,Cedar Crest Country Club Estates,,8973,,5,,,Active,NTREIS
MLS Listing,Vacant Land,2910 Preston Trl,Rockwall,75087,65000,0,,Lakeside Village #2,,6882,,78,,128,Active,NTREIS
MLS Listing,Condo/Co-op,3240 Lombardy Ln #211,Dallas,75220,65000,1,1,Willow Wood Condos,594,,1981,73,109,200,Active,NTREIS
MLS Listing,Vacant Land,3935 Schofield Dr,Dallas,75212,65000,0,,Eagle Ford Plaza 02,,10977,,186,,,Active,NTREIS
MLS Listing,Vacant Land,3939 Schofield Dr,Dallas,75212,65000,0,,Eagle Ford Plaza 02,,14113,,186,,,Active,NTREIS
MLS Listing,Condo/Co-op,5003 Skillman St Unit 212A,Dallas,75206,65000,1,1,Arbor Court Condo,300,35284,1970,8,217,94,Active,NTREIS
MLS Listing,Condo/Co-op,9811 Walnut St Unit F108,Dallas,75243,65000,1,1,Richland Trace Condos,662,383764,1981,5,98,189,Active,NTREIS
MLS Listing,Condo/Co-op,6050 Melody Ln Unit G237,Dallas,75231,65900,1,1,Tealwood-On-The-Creek Condo,748,351616,1979,12,88,302,Active,NTREIS
MLS Listing,Condo/Co-op,8110 Skillman St #3048,Dallas,75231,66000,2,1,Windtree Condos Blk A8110,723,343035,1980,3,91,224,Active,NTREIS
MLS Listing,Vacant Land,1027 Church St,Dallas,75203,68000,0,,Oak Cliff Original,,,,706,,,Active,NTREIS
MLS Listing,Condo/Co-op,7621 Mccallum Blvd #304,Dallas,75252,68900,1,1,Hillcrest Hollows Condos,576,32539,1984,78,120,202,Active,NTREIS
MLS Listing,Single Family Residential,2301 Dathe St,Dallas,75215,68999,3,1,Fanny & A L Moores Add,968,5358,1936,1,71,,Active,NTREIS
MLS Listing,Single Family Residential,3102 Kellogg Ave,Dallas,75216,69000,2,1,Deerpath Village 04,792,11718,1950,61,87,,Active,NTREIS
MLS Listing,Condo/Co-op,4634 Country Creek Dr #1231,Dallas,75236,69000,1,1,Condo Country Creek,739,865276,1974,246,93,221,Active,NTREIS
MLS Listing,Vacant Land,621 Hilltop Cir,Wylie,75098,69000,0,,North Bay Estates #1,,14005,,145,,,Active,NTREIS
MLS Listing,Condo/Co-op,7152 Fair Oaks Ave #1016,Dallas,75231,69000,1,1,Lakeview Loft Condos,616,380714,1975,20,112,148,Active,NTREIS
MLS Listing,Single Family Residential,1566 Harris Ct,Dallas,75223,69900,2,1,Dickermans P L,687,4095,1925,56,102,,Active,NTREIS
MLS Listing,Single Family Residential,434 Avenue I,Dallas,75203,69900,2,1,Skyline Heights Rev,982,5576,1946,123,71,,Active,NTREIS
MLS Listing,Single Family Residential,702 Ella Ave,Dallas,75217,69900,3,1,Home Gardens,1776,6970,1956,18,39,,Active,NTREIS
MLS Listing,Condo/Co-op,8750 Park Ln #131,Dallas,75231,69900,1,1,Hill On Park Lane,701,92609,1982,477,100,341,Active,NTREIS
MLS Listing,Condo/Co-op,9825 Walnut St #113,Dallas,75243,69900,1,1,Richland Trace Cnodos,662,383938,1983,7,106,188,Active,NTREIS
MLS Listing,Condo/Co-op,12480 Abrams Rd #127,Dallas,75243,70000,1,1,Creekbend Condo Ph II,687,783644,1982,241,102,168,Active,NTREIS
MLS Listing,Condo/Co-op,12480 Abrams Rd #425,Dallas,75243,70000,1,1,Creekbend Condos,728,783644,1982,241,96,168,Active,NTREIS
MLS Listing,Townhouse,3121 Park Ln #1149,Dallas,75220,70000,2,2,PARK LANE TOWNHOMES PH 2,970,871,1969,102,72,523,Active,NTREIS
MLS Listing,Condo/Co-op,4647 Country Creek Dr #1106,Dallas,75236,70000,2,2,Condo Country Creek,1046,865276,1974,33,67,309,Active,NTREIS
MLS Listing,Condo/Co-op,9601 Forest Ln #514,Dallas,75243,70000,1,1,Forestwood on the Creek,675,169448,1983,40,104,147,Active,NTREIS
MLS Listing,Condo/Co-op,9747 Whitehurst Dr #69,Dallas,75243,70000,1,1,Twin Creek Collection Condo,795,184825,1982,167,88,214,Active,NTREIS
MLS Listing,Condo/Co-op,9803 Walnut St Unit B201,Dallas,75243,70000,1,1,Richland Trace Condos,774,,1981,99,90,220,Active,NTREIS
MLS Listing,Condo/Co-op,9831 Walnut St #201,Dallas,75243,71000,2,1,Richland Trace Condos,793,383938,1983,81,90,220,Active,NTREIS
MLS Listing,Condo/Co-op,11470 Audelia Rd #361,Dallas,75243,73000,2,2,Cambridge Condos Ph 01 03,1087,435295,1983,135,67,402,Active,NTREIS
MLS Listing,Condo/Co-op,12480 Abrams Rd #3003,Dallas,75243,73000,1,1,Creekbend Condos,779,783644,1982,241,94,168,Active,NTREIS
MLS Listing,Condo/Co-op,12480 Abrams Rd #3021,Dallas,75243,73000,1,1,Creekbend Condos,781,783644,1982,241,93,168,Active,NTREIS
MLS Listing,Condo/Co-op,6050 Melody Ln #137,Dallas,75231,74900,1,1,Tealwood On The Creek Condo,748,351616,1979,52,100,267,Active,NTREIS
MLS Listing,Single Family Residential,2634 Carpenter Ave,Dallas,75215,75000,2,1,Hamilton,716,7405,1921,94,105,,Active,NTREIS
MLS Listing,Single Family Residential,2706 Hector St,Dallas,75210,75000,3,1,Adam Guinns Sub,1068,3354,1939,21,70,,Active,NTREIS
MLS Listing,Single Family Residential,2739 Morning Ave,Dallas,75210,75000,3,1,Springow,984,4008,1945,21,76,,Active,NTREIS
MLS Listing,Single Family Residential,3214 Garden Ln,Dallas,75215,75000,2,1,dallas,708,7579,1935,12,106,,Active,NTREIS
MLS Listing,Vacant Land,3321 Willow Crest Ln,Dallas,75233,75000,0,,Kimball Square 02,,,,59,,,Active,NTREIS
MLS Listing,Vacant Land,3903 CANADA,Dallas,75212,75000,0,,LEDBETTER GARDENS,,9879,,12,,,Active,NTREIS
MLS Listing,Vacant Land,4222 S Fitzhugh Ave,Dallas,75210,75000,0,,Parks Investment Co Fitzhugh Ave,,6534,,5,,,Active,NTREIS
MLS Listing,Condo/Co-op,4649 Country Creek Dr #1108,Dallas,75236,75000,2,2,Country Creek Condo,1046,865276,1974,35,72,309,Active,NTREIS
MLS Listing,Condo/Co-op,5801 Marvin Loving Dr #312,Garland,75043,75000,1,1,Faulkner Point 9 Hillpoint Ph 02,669,119572,1984,3,112,150,Active,NTREIS
MLS Listing,Condo/Co-op,7152 Fair Oaks Ave #1144,Dallas,75231,75000,1,1.5,Lakeview,722,380714,1975,21,104,172,Active,NTREIS
MLS Listing,Single Family Residential,,Dallas,75216,75000,4,2,Glendale Park,1000,7405,1947,84,75,,Active,NTREIS
MLS Listing,Condo/Co-op,8109 Skillman St #3022,Dallas,75231,77500,1,1,Oakhollow Condo,782,170537,1981,108,99,256,Active,NTREIS
MLS Listing,Single Family Residential,6318 Hidden Trail Dr,Dallas,75241,77999,3,1.5,Highland Hills 16,903,7884,1970,205,86,,Active,NTREIS
MLS Listing,Condo/Co-op,9801 Walnut St #107,Dallas,75243,78499,2,1,Richland Trace Condos,794,383938,1981,75,99,230,Active,NTREIS
MLS Listing,Condo/Co-op,9601 Forest Ln #511,Dallas,75243,78900,1,1,Forestwood On Creek Condos,675,169448,1983,92,117,164,Active,NTREIS
MLS Listing,Condo/Co-op,5801 MarvinLoving Dr #309,Garland,75043,79000,1,1,Faulkner Point 9 Hillpoint Ph 02,731,119572,1984,3,108,180,Active,NTREIS
MLS Listing,Condo/Co-op,8109 Skillman #2024,Dallas,75231,79000,1,1,Oakhollow Condo,782,,1981,87,101,256,Active,NTREIS
MLS Listing,Single Family Residential,2817 Marburg St,Dallas,75215,79900,2,0.5,Woodlawn Annex,1020,4487,1958,148,78,,Active,NTREIS
MLS Listing,Vacant Land,3012 Seaton Dr,Dallas,75216,79900,0,,Fruitdale Acres,,21693,,99,,,Active,NTREIS
MLS Listing,Condo/Co-op,3420 Hidalgo Dr #309,Dallas,75220,79900,2,2.5,Townhouse Condo,1154,87599,1963,38,69,473,Active,NTREIS
MLS Listing,Condo/Co-op,5718 Marina Dr #9,Garland,75043,79900,2,1.5,Captains Quarters 02 Crows Nest,1053,137083,1974,3,76,160,Active,NTREIS
MLS Listing,Condo/Co-op,6646 E Lovers Ln #102,Dallas,75214,79900,2,1,Oaks on the Lane Condominium Ph I,848,,1979,16,94,328,Active,NTREIS
MLS Listing,Condo/Co-op,7621 Mccallum Blvd #312,Dallas,75252,79900,1,1,Hillcrest Hollows Condos,558,32539,1984,2,143,168,Active,NTREIS
MLS Listing,Vacant Land,12205 Bellafonte Dr,Dallas,75243,79990,0,,Hamilton Park 03,,10106,,36,,,Active,NTREIS
MLS Listing,Single Family Residential,2904 Frazier St,Dallas,75210,80000,2,1,Mays Brook Spring Ave,672,4704,1925,18,119,,Active,NTREIS
MLS Listing,Single Family Residential,4701 S Denley Dr,Dallas,75216,80000,2,1,Glendale Acres,804,7013,1938,18,100,,Active,NTREIS
MLS Listing,Condo/Co-op,5750 Phoenix Dr #26,Dallas,75231,80000,1,1,Vickery Village Condo,743,87425,1981,42,108,259,Active,NTREIS
MLS Listing,Single Family Residential,3306 S Marsalis Ave,Dallas,75216,80500,2,1,Trinity Heights Annex,900,8320,1948,66,89,,Active,NTREIS
MLS Listing,Townhouse,3045 Park Ln #1028,Dallas,75220,81000,2,2,Park Lane Twnhms Ph 01,969,397485,1969,67,84,523,Active,NTREIS
MLS Listing,Condo/Co-op,5821 Marvin Loving Dr #112,Garland,75043,82000,1,1,Faulkner Point 9 Hillpoint Ph 01,669,119572,1982,7,123,160,Active,NTREIS
MLS Listing,Condo/Co-op,5901 Lake Hubbard Pkwy #265,Garland,75043,82500,1,1,Faulkner,759,142049,1982,100,109,139,Active,NTREIS
MLS Listing,Condo/Co-op,9811 Walnut St Unit F205,Dallas,75243,82500,2,2,Richland Trace Condos,894,383938,1981,30,92,254,Active,NTREIS
MLS Listing,Condo/Co-op,3045 Park Ln #1053,Dallas,75220,83000,2,2,Park Lane Twnhms Ph 01,969,397485,1969,68,86,539,Active,NTREIS
MLS Listing,Condo/Co-op,7152 Fair Oaks Ave #1073,Dallas,75231,83000,1,1,Lofts Condo,616,,1975,42,135,183,Active,NTREIS
MLS Listing,Condo/Co-op,4621 Country Creek Dr #1044,Dallas,75236,84000,2,2,Country Crk Condos,1046,865276,1974,5,80,308,Active,NTREIS
MLS Listing,Condo/Co-op,12484 Abrams Rd #1824,Dallas,75243,84900,1,1,Creekbend Condos,805,783644,1982,241,105,168,Active,NTREIS
MLS Listing,Condo/Co-op,12484 Abrams Rd #1825,Dallas,75243,84900,1,1,Creekbend Condos,805,783644,1982,241,105,168,Active,NTREIS
MLS Listing,Single Family Residential,1411 Owega Ave,Dallas,75216,84900,3,2,Glendale Acres,1301,7536,1939,8,65,,Active,NTREIS
MLS Listing,Condo/Co-op,11490 Audelia Rd #217,Dallas,75243,85000,3,2,Cambridge Condos Ph 01 03,1237,435295,1980,40,69,415,Active,NTREIS
MLS Listing,Single Family Residential,1617 Caldwell St,Dallas,75223,85000,3,1,Dickermans P L,880,3615,1925,12,97,,Active,NTREIS
MLS Listing,Vacant Land,1914 E Ledbetter Dr E,Dallas,75216,85000,0,,Glendale Acres,,17424,1936,977,,,Active,NTREIS
MLS Listing,Single Family Residential,2818 Metropolitan Ave,Dallas,75215,85000,3,1,Oakland Ave,1444,5663,1925,1,59,,Active,NTREIS
MLS Listing,Condo/Co-op,3045 Park Ln #1079,Dallas,75220,85000,2,2,Park Lane Twnhms Ph 01,969,397485,1969,43,88,538,Active,NTREIS
MLS Listing,Condo/Co-op,6108 Abrams Rd #216,Dallas,75231,85000,1,1,Sable Ridge Condos Ph 01-06,801,187264,1984,34,106,272,Active,NTREIS
MLS Listing,Condo/Co-op,7510 E Grand Ave #1319,Dallas,75214,85000,1,1,Bluffs Of Lakewood Condos,567,90169,1983,4,150,189,Active,NTREIS
MLS Listing,Condo/Co-op,12480 Abrams Rd #2925,Dallas,75243,85900,1,1,Creekbend Condo Ph 01-06,783,,1982,81,110,168,Active,NTREIS
MLS Listing,Condo/Co-op,4651 Country Creek Dr #1121,Dallas,75236,86500,2,2,Country Condos Creek,1046,865276,1974,215,83,308,Active,NTREIS
MLS Listing,Condo/Co-op,3121 Park Ln #1111,Dallas,75220,87000,3,2,Park Lane Twnhms Ph 02,1193,397485,1969,144,73,663,Active,NTREIS
MLS Listing,Condo/Co-op,4609 Country Creek Dr #1019,Dallas,75236,87000,2,2,Condo,1046,865276,1974,237,83,308,Active,NTREIS
MLS Listing,Vacant Land,3544 Mcbroom St,Dallas,75212,87500,0,,Homeland Estates 2,,7623,,67,,,Active,NTREIS
MLS Listing,Condo/Co-op,4456 Chaha Rd #206,Garland,75043,87500,1,1,Faulkner Point 02,670,590020,1981,24,131,158,Active,NTREIS
MLS Listing,Condo/Co-op,12888 Montfort Dr #206,Dallas,75230,87900,2,2,Valley View Condo Ph 01 & 02,942,219760,1968,59,93,232,Active,NTREIS
MLS Listing,Condo/Co-op,5550 Spring Valley Rd Unit A25,Dallas,75254,88000,1,1,Casa Blanca Condo,545,,1983,67,161,155,Active,NTREIS
MLS Listing,Condo/Co-op,5821 Marvin Loving Dr #104,Garland,75043,88500,1,1,Faulkner Point 9 Hillpoint Ph 01,738,119572,1982,205,120,143,Active,NTREIS
MLS Listing,Condo/Co-op,5825 Marvin Loving Dr #204,Garland,75043,88500,1,1,Faulkner Point 9 Hillpoint Ph 01,731,119572,1982,205,121,143,Active,NTREIS
MLS Listing,Single Family Residential,2708 Ingersoll St,Dallas,75212,89000,2,1,Westwood 02,888,7492,1952,15,100,,Active,NTREIS
MLS Listing,Single Family Residential,2727 Lawrence St,Dallas,75215,89000,3,1,Lomas Park,962,7013,1924,79,93,,Active,NTREIS
MLS Listing,Condo/Co-op,9601 Forest Ln #1513,Dallas,75243,89000,1,1,Forestwood On Creek Condos,685,169448,1983,8,130,147,Active,NTREIS
MLS Listing,Condo/Co-op,11311 AUDELIA Rd #108,Dallas,75243,89900,2,1.5,SPRINGTREE CROSSING CONDO,890,426452,1981,70,101,249,Active,NTREIS
MLS Listing,Condo/Co-op,11311 AUDELIA Rd #165,Dallas,75243,89900,2,1.5,SPRINGTREE CROSSING CONDO,890,426452,1981,70,101,249,Active,NTREIS
MLS Listing,Single Family Residential,1642 E Overton Rd,Dallas,75216,89900,3,1,Liberty Heights Add,1110,8668,1945,69,81,,Active,NTREIS
MLS Listing,Condo/Co-op,6108 Abrams Rd #518,Dallas,75231,89995,1,1,Sable Ridge Condos Ph 01-06,600,187264,2019,115,150,235,Active,NTREIS
MLS Listing,Vacant Land,1712 S Sam Houston Rd,Mesquite,75149,90000,0,,Sherwood Forest 02,,39378,,100,,,Active,NTREIS
MLS Listing,Vacant Land,3944 N Hampton Rd,Dallas,75212,90000,0,,Roosevelt Manor 1st Inst,,,,35,,,Active,NTREIS
MLS Listing,Condo/Co-op,7929 Royal Ln #211,Dallas,75230,90250,1,1,Park Royal Condos,688,101713,1964,138,131,204,Active,NTREIS
MLS Listing,Condo/Co-op,12484 Abrams Rd #1722,Dallas,75243,90900,2,2,Creekbend Condos,1006,783644,1982,241,90,168,Active,NTREIS
MLS Listing,Single Family Residential,3027 Ramsey Ave,Dallas,75216,90900,3,2,Freemont,916,7362,1922,53,99,,Active,NTREIS
MLS Listing,Single Family Residential,4102 Odessa St,Dallas,75212,91000,3,2,Joe A 02 Irvin,1100,7144,1940,56,83,,Active,NTREIS
