SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,SOURCE
MLS Listing,Single Family Residential,5232 Meadow Crest Dr,Dallas,75229,800000,5,3.5,Inwood Road Estates,2731,16640,1961,87,293,,Active,NTREIS
MLS Listing,Single Family Residential,9116 Vintage Oaks Ct,Dallas,75231,800000,4,3,Bordeaux at Lake Highlands,2777,11587,2015,38,288,69,Active,NTREIS
MLS Listing,Multi-Family (5+ Unit),3604 San Jacinto St,Dallas,75204,805000,0,,Shady View Park,5280,9191,1961,143,152,,Active,NTREIS
MLS Listing,Condo/Co-op,4500 Roland Ave #703,Highland Park,75219,810000,2,2.5,Park Plaza Condo,2386,,1982,158,339,1833,Active,NTREIS
MLS Listing,Single Family Residential,7206 Northaven Rd,Dallas,75230,810000,4,4,Northaven Hills Rev,3227,20517,1957,43,251,,Active,NTREIS
MLS Listing,Single Family Residential,1214 N Clinton Ave,Dallas,75208,814700,3,3,Kessler Park,2571,10367,1922,136,317,,Active,NTREIS
MLS Listing,Single Family Residential,13842 Sprucewood Dr,Dallas,75240,815000,5,4,Northwood Hills,5135,20473,1961,24,159,25,Active,NTREIS
MLS Listing,Single Family Residential,4334 Rawlins St,Dallas,75219,815000,3,2.5,Perry Heights,3092,7623,1927,20,264,42,Active,NTREIS
MLS Listing,Single Family Residential,9938 Kilarney Dr,Dallas,75218,815000,3,2.5,Lake Park Estates,2120,13199,1950,24,384,3,Active,NTREIS
MLS Listing,Single Family Residential,5511 Stanford Ave,Dallas,75209,818000,3,3,Preston Park,2536,8015,1940,5,323,,Active,NTREIS
MLS Listing,Single Family Residential,7008 Joyce Way,Dallas,75225,819900,4,3.5,Windsor Park Sec 03,3292,12240,1966,82,249,,Active,NTREIS
MLS Listing,Single Family Residential,5424 Goodwin Ave,Dallas,75206,820000,3,3,Vickery Place,3014,8015,1922,4,272,,Active,NTREIS
MLS Listing,Single Family Residential,7727 Verbena Ct,Dallas,75230,822170,4,2.5,Verbena,2956,,2017,675,278,162,Active,NTREIS
MLS Listing,Single Family Residential,5450 Miller Ave,Dallas,75206,824900,4,3.5,Vickery Place,3996,8015,2006,42,206,,Active,NTREIS
MLS Listing,Single Family Residential,333 Meadowcreek Rd,Coppell,75019,825000,4,3.5,Lake Woodlands,4172,28270,1977,78,198,,Active,NTREIS
MLS Listing,Single Family Residential,4 Duncannon Ct,Dallas,75225,825000,3,4,Glen Lakes 02 Rev,3738,6142,1981,5,221,,Active,NTREIS
MLS Listing,Single Family Residential,4330 Southcrest Rd,Dallas,75229,825000,3,3.5,Lyndhurst,2660,17424,1949,13,310,40,Active,NTREIS
MLS Listing,Single Family Residential,5439 Morningside Ave,Dallas,75206,825000,4,3,Greenland Hills Sec,3076,7797,1927,45,268,,Active,NTREIS
MLS Listing,Single Family Residential,709 E Bethel School Rd,Coppell,75019,825000,5,4.5,Northlake Woodlands East Ph 06,4584,19994,1988,154,180,,Active,NTREIS
MLS Listing,Single Family Residential,8313 Midway Rd,Dallas,75209,825000,5,4.5,Midway Ridgelea,3458,7884,2005,23,239,,Active,NTREIS
MLS Listing,Single Family Residential,9431 Waterview Rd,Dallas,75218,825000,3,2,Lake Highlands,1899,8538,1946,22,434,,Active,NTREIS
MLS Listing,Single Family Residential,3867 Echo Brook Ln,Dallas,75229,828800,5,3,Royal Oaks Park,3554,13155,1971,2,233,,Active,NTREIS
MLS Listing,Single Family Residential,10714 Brookport Pl,Dallas,75229,829000,5,5,Sullivans Glen,4521,17729,1964,169,183,,Active,NTREIS
MLS Listing,Single Family Residential,10938 Wonderland Trl,Dallas,75229,829000,5,3.5,Midway Hills,4147,16509,1958,15,200,,Active,NTREIS
MLS Listing,Single Family Residential,1133 Lausanne Ave,Dallas,75208,829000,3,3,Kessler Park,3266,14288,1940,9,254,,Active,NTREIS
MLS Listing,Single Family Residential,5209 Tennington Park,Dallas,75287,829000,5,4.5,Oaktree Ph Five,5446,8276,1999,37,152,112,Active,NTREIS
MLS Listing,Single Family Residential,5344 Emerson Ave,Dallas,75209,829000,3,3,Greenway Crest Add,2475,9540,1950,162,335,,Active,NTREIS
MLS Listing,Single Family Residential,5736 Southwestern Blvd,Dallas,75209,829000,3,3,Idlewild Acres 4th Sec,2059,8320,1947,60,403,,Active,NTREIS
MLS Listing,Single Family Residential,5935 Club Oaks Dr,Dallas,75248,829000,4,3.5,Bent Tree 02 Rev,3625,16248,1976,15,229,,Active,NTREIS
MLS Listing,Single Family Residential,31 Vanguard Way,Dallas,75243,830000,3,2.5,Urban Reserve,2120,5009,2015,68,392,167,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),9404 moss farm Ln,Dallas,75243,831900,8,4.5,Town Oaks,4700,21780,1978,145,177,,Active,NTREIS
MLS Listing,Single Family Residential,11219 Saint Judes Dr,Dallas,75230,834900,4,4,J W & B Lorch Addn,3466,15943,1980,5,241,,Active,NTREIS
MLS Listing,Single Family Residential,12029 Lueders Ln,Dallas,75230,835000,3,4.5,Lake Forest Ph F,3072,4051,2000,47,272,492,Active,NTREIS
MLS Listing,Single Family Residential,5311 W Mockingbird Ln,Dallas,75209,839000,4,3,Greenway Parks,3002,10498,1948,5,279,113,Active,NTREIS
MLS Listing,Single Family Residential,5339 Richard Ave,Dallas,75206,839000,4,3.5,Vickery Place,3903,7492,2006,39,215,,Active,NTREIS
MLS Listing,Single Family Residential,5623 Covehaven Dr,Dallas,75252,839000,4,4,Prestonwood West Sec One Ph III,4578,12632,1990,24,183,10,Active,NTREIS
MLS Listing,Single Family Residential,6819 Prosper St,Dallas,75209,839000,4,3.5,Mount Vernon Heights,3643,6490,2018,169,230,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),6423 Del Norte Ln,Dallas,75225,839500,4,4.5,Prestonville,4296,5053,2007,125,195,,Active,NTREIS
MLS Listing,Single Family Residential,6907 Meadowcreek Dr,Dallas,75254,839500,4,3.5,Northwood Hills Add 6th Sec,3614,26267,1968,65,232,,Active,NTREIS
MLS Listing,Condo/Co-op,1717 Arts Plz #2004,Dallas,75201,839900,2,2,One Arts Plaza Condo,1636,,2005,1,513,1241,Active,NTREIS
MLS Listing,Single Family Residential,Balboa Pl,Celina,75009,840000,4,4.5,Carter Landing,4480,43560,2019,159,188,58,Active,NTREIS
MLS Listing,Single Family Residential,7140 Greenbrook Ln,Dallas,75214,845000,3,2,Green Cove Estates,2188,16553,1955,136,386,,Active,NTREIS
MLS Listing,Condo/Co-op,2300 Wolf St Unit 7D,Dallas,75201,848000,0,,Residences Stoneleigh,2567,67039,2008,80,330,1736,Active,NTREIS
MLS Listing,Single Family Residential,10127 Ferndale Rd,Dallas,75238,849000,4,4.5,Engadi,4060,23697,1993,121,209,,Active,NTREIS
MLS Listing,Single Family Residential,1117 N Oak Cliff Blvd,Dallas,75208,849000,4,4,Stevens Park Estates,2697,6665,1969,1,315,,Active,NTREIS
MLS Listing,Condo/Co-op,3310 Fairmount St Unit P1A,Dallas,75201,849000,3,2.5,Park Towers,2855,104108,1964,407,297,2769,Active,NTREIS
MLS Listing,Single Family Residential,3328 Walchard Ct,Dallas,75229,849000,4,3.5,Chapel Downs,3630,5663,2018,183,234,156,Active,NTREIS
MLS Listing,Vacant Land,4302 Pomona Rd,Dallas,75209,849000,0,,Bluffview Estates,,17685,1938,123,,,Active,NTREIS
MLS Listing,Single Family Residential,4323 Crowley Dr,Dallas,75229,849000,4,4,Walnut Hill Ridge,4175,13896,1952,149,203,,Active,NTREIS
MLS Listing,Single Family Residential,4571 Elsby Ave,Dallas,75209,849000,5,4,Linwood Place,4064,7667,2007,348,209,,Active,NTREIS
MLS Listing,Single Family Residential,4914 W Amherst Ave,Dallas,75209,849000,3,2,Frank S Resub,2372,6882,1946,22,358,,Active,NTREIS
MLS Listing,Single Family Residential,5631 Southwestern Blvd,Dallas,75209,849000,4,3,Idlewild Acres Add Sec 04,2311,8364,1946,11,367,,Active,NTREIS
MLS Listing,Single Family Residential,6330 Palo Pinto Ave,Dallas,75214,849000,4,4,Lakewood Heights,3929,7492,2014,144,216,,Active,NTREIS
MLS Listing,Single Family Residential,7117 Araglin Ct,Dallas,75230,849000,3,3,Araglin Court,3659,9017,1997,29,232,180,Active,NTREIS
MLS Listing,Single Family Residential,8001 Abramshire Ave,Dallas,75231,849000,4,3,Alexanders Village 01,4288,8973,1979,4,198,,Active,NTREIS
MLS Listing,Single Family Residential,8430 Santa Clara Dr,Dallas,75218,849000,3,3,Forest Hills,2865,19994,1953,66,296,,Active,NTREIS
MLS Listing,Single Family Residential,5610 Mccommas Blvd,Dallas,75206,849500,4,4,Greenland Hills 60 Foot Sec,3475,7797,1930,29,244,,Active,NTREIS
MLS Listing,Single Family Residential,10 Wooded Gate Dr,Dallas,75230,849900,3,3,Forest On The Creek,3911,7928,1995,191,217,250,Active,NTREIS
MLS Listing,Single Family Residential,10412 Trailcliff Dr,Dallas,75238,849900,4,3,Caribou Estates,3356,8930,1967,22,253,,Active,NTREIS
MLS Listing,Single Family Residential,13236 Hughes Ln,Dallas,75240,849900,4,5,Preston Downs Add,4697,19079,1964,134,181,,Active,NTREIS
MLS Listing,Single Family Residential,4064 Rochelle Dr,Dallas,75220,849900,4,3,Glenridge Estates,2637,8102,2016,30,322,,Active,NTREIS
MLS Listing,Single Family Residential,5820 Royal Crest Dr,Dallas,75230,849900,3,3,Northaven Park,2730,17816,1955,29,311,,Active,NTREIS
MLS Listing,Single Family Residential,7731 Verbena Ct,Dallas,75230,849900,3,2.5,Verbena,2527,4879,2017,15,336,162,Active,NTREIS
MLS Listing,Single Family Residential,16011 Ranchita Dr,Dallas,75248,850000,4,4,Prestonwood Creek,4099,16988,1979,15,207,,Active,NTREIS
MLS Listing,Single Family Residential,2 Glenkirk Ct,Dallas,75225,850000,3,4,Glen Lakes 5th Sec,5019,5053,1985,288,169,575,Active,NTREIS
MLS Listing,Single Family Residential,3823 Princess Ln,Dallas,75229,850000,5,3.5,Royal Oaks Park,3995,13852,1971,54,213,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),3921 Hawthorne,Dallas,75219,850000,4,4,north oak lawn,2810,6970,1931,180,302,,Active,NTREIS
MLS Listing,Single Family Residential,4203 Delmar Ave,Dallas,75206,850000,4,4.5,Stonewall Park,4390,8146,2016,57,194,,Active,NTREIS
MLS Listing,Vacant Land,4707 Virginia Ave,Dallas,75204,850000,0,,Scruggs,,15115,1931,65,,,Active,NTREIS
MLS Listing,Single Family Residential,5449 Melrose Ave,Dallas,75206,850000,3,3,Vickery Place,2862,6316,2018,15,297,,Active,NTREIS
MLS Listing,Single Family Residential,6141 Yorkshire Dr,Dallas,75230,850000,4,3.5,Preston Haven Estates,3504,16335,1953,47,243,,Active,NTREIS
MLS Listing,Single Family Residential,6212 Emeraldwood Pl,Dallas,75254,850000,5,4.5,Northwood Hills Estates,4031,19776,1975,57,211,,Active,NTREIS
MLS Listing,Single Family Residential,6814 Lakehurst Ave,Dallas,75230,850000,3,1.5,Hillcrest Park,1412,14985,1950,54,602,30,Active,NTREIS
MLS Listing,Single Family Residential,16 Vanguard Way,Dallas,75243,855000,3,2.5,Urban Reserve,2591,16117,2014,52,330,117,Active,NTREIS
MLS Listing,Single Family Residential,10207 Church Rd,Dallas,75238,857500,4,4.5,Lake Highlands Estate,3992,12894,2014,8,215,,Active,NTREIS
MLS Listing,Single Family Residential,10105 Church Rd,Dallas,75238,859000,4,4,Lake Highlands North,3820,26659,1986,9,225,,Active,NTREIS
MLS Listing,Single Family Residential,4185 Lively Ln,Dallas,75220,859000,4,4.5,Glenridge Estates,2938,13896,1951,43,292,,Active,NTREIS
MLS Listing,Single Family Residential,4820 Cape Coral Dr,Dallas,75287,859000,5,6,Bent Tree North 4,4799,9583,1990,50,179,33,Active,NTREIS
MLS Listing,Single Family Residential,5902 Over Downs Dr,Dallas,75230,860000,3,3.5,Overdowns Dr,3556,9235,1979,54,242,,Active,NTREIS
MLS Listing,Single Family Residential,5302 W University Blvd,Dallas,75209,864900,4,3.5,Greenway Parks,4132,13373,1953,29,209,90,Active,NTREIS
MLS Listing,Single Family Residential,10264 Sherbrook Ln,Dallas,75229,865000,4,3.5,Walnut Hill Manor Add,3585,15899,1955,1,241,,Active,NTREIS
MLS Listing,Single Family Residential,12223 Park Forest Dr,Dallas,75230,865000,3,3.5,Lake Forest PH F,4039,4748,2001,5,214,492,Active,NTREIS
MLS Listing,Single Family Residential,4342 Laren Ln,Dallas,75244,865000,4,3.5,Carriage Square,3195,12981,1971,207,271,,Active,NTREIS
MLS Listing,Single Family Residential,4525 Mockingbird Ln,Highland Park,75205,865000,3,2,Highland Park West 04 Instl,1872,6665,1936,65,462,,Active,NTREIS
MLS Listing,Single Family Residential,8415 Blue Bonnet Rd,Dallas,75209,865000,3,2,Bluffview Estates,2861,15290,1938,22,302,,Active,NTREIS
MLS Listing,Single Family Residential,6902 Woodland Dr,Dallas,75225,865500,4,3,Windsor Place,3178,12240,1979,84,272,,Active,NTREIS
MLS Listing,Single Family Residential,6930 Robin Willow Dr,Dallas,75248,867500,5,4.5,Prestonwood,4200,8581,1975,29,207,,Active,NTREIS
MLS Listing,Single Family Residential,4116 Edith Ct,Dallas,75220,869000,4,3.5,Edith Court,3244,11413,1993,2,268,,Active,NTREIS
MLS Listing,Single Family Residential,6230 Revere Pl,Dallas,75214,869000,4,4,Wilshire Heights 03,3058,6708,1940,165,284,,Active,NTREIS
MLS Listing,Single Family Residential,7226 Birchwood Dr,Dallas,75240,869000,4,4.5,Northwood Hills No 1,4041,25091,1958,80,215,25,Active,NTREIS
MLS Listing,Single Family Residential,5422 Bonita Ave,Dallas,75206,869900,4,3.5,Vickery Place Add,3203,7187,2019,86,272,,Active,NTREIS
MLS Listing,Single Family Residential,5 Hallshire Ct,Dallas,75225,870000,3,4,Glen Lakes 2nd Rev 2nd Sec,3188,5576,1999,32,273,575,Active,NTREIS
MLS Listing,Single Family Residential,17348 Stedman Dr,Dallas,75252,873900,5,3.5,Preston Gateway Aka Preston Road Highlands West,4286,16988,2015,772,204,,Active,NTREIS
MLS Listing,Single Family Residential,10321 Lynford Dr,Dallas,75238,874499,5,4.5,Lake Highlands Estates 9,4069,7579,2018,365,215,,Active,NTREIS
MLS Listing,Single Family Residential,653 Scenic Dr,Irving,75039,874500,4,4,Lakes of Las Colinas,3424,12937,2011,36,255,233,Active,NTREIS
MLS Listing,Single Family Residential,2018 Lakeland Dr,Dallas,75218,874950,4,3.5,Lakeland Terrace,3296,7754,2018,51,265,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),1856 Euclid Ave,Dallas,75206,875000,6,3,Levingston Place,4159,5184,1935,179,210,,Active,NTREIS
MLS Listing,Single Family Residential,3324 Lovers Ln,University Park,75225,875000,3,3,University Heights Add 01 Sec Rev,2472,7928,1928,2,354,,Active,NTREIS
MLS Listing,Single Family Residential,4118 Brown St,Dallas,75219,875000,3,3.5,Martyns Oak Lawn Add,3005,3659,2016,44,291,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),4119 Prescott Ave,Dallas,75219,875000,6,3,University Place,3062,7187,1930,193,286,,Active,NTREIS
MLS Listing,Single Family Residential,431 Blanning Dr,Dallas,75218,875000,4,3.5,Lake Highlands Estates,3751,8189,2017,26,233,,Active,NTREIS
MLS Listing,Single Family Residential,5242 Miller Ave,Dallas,75206,875000,4,4,Vickery Park,4046,8015,2006,85,216,,Active,NTREIS
MLS Listing,Single Family Residential,5724 Wortham Ln,Dallas,75252,875000,3,3.5,Cambridge Place At Preston Tr Ph 02,4018,6055,1999,316,218,250,Active,NTREIS
MLS Listing,Single Family Residential,5942 Vanderbilt Ave,Dallas,75206,875000,4,4.5,Geneva Heights,4023,8712,2017,267,217,,Active,NTREIS
MLS Listing,Single Family Residential,6315 Velasco Ave,Dallas,75214,875000,4,3.5,Lakewood Heights,3656,7492,2005,64,239,,Active,NTREIS
MLS Listing,Vacant Land,717 Kessler Lake Dr,Dallas,75208,875000,0,,Kessler Lake Estates,,38768,,347,,,Active,NTREIS
MLS Listing,Single Family Residential,5330 Willis Ave,Dallas,75206,879000,4,3,Vickery Place,2902,7797,2014,79,303,,Active,NTREIS
MLS Listing,Single Family Residential,6027 Vickery Blvd,Dallas,75206,879000,4,4,Delmar Heights,3642,7144,2005,68,241,,Active,NTREIS
MLS Listing,Single Family Residential,6122 Bryan Pkwy,Dallas,75206,879000,4,3,Munger Place,3608,7841,1999,38,244,,Active,NTREIS
MLS Listing,Single Family Residential,6186 Prestondell Dr,Dallas,75240,879000,4,3.5,Preston Road North Estates,3695,28401,1963,166,238,,Active,NTREIS
MLS Listing,Single Family Residential,3991 Durango Dr,Dallas,75220,879900,5,4,Ridgecrest Village,3688,12981,1951,66,239,,Active,NTREIS
MLS Listing,Single Family Residential,4107 Entrada Way,Dallas,75219,879900,3,4,Skyline Terrace Villas,3289,,2019,1,268,100,Active,NTREIS
MLS Listing,Single Family Residential,5706 Over Downs Dr,Dallas,75230,880000,3,4.5,Preston Park 01,4127,7754,1980,82,213,,Active,NTREIS
MLS Listing,Single Family Residential,9706 Parkford Dr,Dallas,75238,889000,4,3,White Rock North,3189,10019,1960,8,279,,Active,NTREIS
MLS Listing,Single Family Residential,6032 Preston Haven Dr,Dallas,75230,889887,3,3.5,Preston Haven Estates,3738,20822,2014,129,238,,Active,NTREIS
MLS Listing,Single Family Residential,2241 Auburn Ave,Dallas,75214,890000,4,2.5,Gastonwood,2845,34848,1921,2,313,,Active,NTREIS
MLS Listing,Condo/Co-op,5909 Luther Ln #1405,Dallas,75225,890000,2,3.5,Shelton Condo,2756,65993,1983,44,323,1736,Active,NTREIS
MLS Listing,Single Family Residential,6236 Emeraldwood Pl,Dallas,75254,890000,4,3.5,Northwood Hills Estates,4364,33890,1979,4,204,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),4506 Gilbert Ave,Dallas,75219,892800,2,2.5,North Oak Lawn,2880,7492,2018,1,310,,Active,NTREIS
MLS Listing,Single Family Residential,5801 WINDMIER Ln,Dallas,75252,894900,5,4.5,BRIAR RIDGE ESTATES,4549,13939,1984,85,197,9,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),3427 Binkley Ave,University Park,75205,895000,4,3.5,Walkers Add,3279,3659,2004,73,273,,Active,NTREIS
MLS Listing,Condo/Co-op,3510 TURTLE Crk Unit 5C,Dallas,75219,895000,2,3.5,CLARIDGE,2482,,1981,5,361,1623,Active,NTREIS
MLS Listing,Single Family Residential,435 Allison Dr,Dallas,75208,895000,4,4.5,East Kessler,2801,6186,1937,74,320,,Active,NTREIS
MLS Listing,Single Family Residential,5201 Ranchero Ln,Dallas,75236,895000,3,2,,1708,435600,1970,341,524,,Active,NTREIS
MLS Listing,Vacant Land,5309 Wenonah Dr,Dallas,75209,895000,0,,Greenway Parks Add,,15507,1948,39,,850,Active,NTREIS
MLS Listing,Single Family Residential,5317 Drane Dr,Dallas,75209,895000,2,1,Greenway Parks,1280,12632,1952,120,699,,Active,NTREIS
MLS Listing,Single Family Residential,6006 Llano Ave,Dallas,75206,895000,4,3.5,Belmont Sub,3200,7492,2013,129,280,,Active,NTREIS
MLS Listing,Single Family Residential,6289 Martel Ave,Dallas,75214,895000,4,4,Wilshire Heights,4335,7841,2006,72,206,,Active,NTREIS
MLS Listing,Single Family Residential,715 Kessler Woods Trl,Dallas,75208,895000,3,3.5,Kessler Woods Ph 02,2776,8146,2007,54,322,350,Active,NTREIS
MLS Listing,Condo/Co-op,1717 Arts Plz #1810,Dallas,75201,899000,2,2,One Arts Plaza Condo,1749,,2007,9,514,1266,Active,NTREIS
MLS Listing,Single Family Residential,2624 Thomas Ave,Dallas,75204,899000,4,2.5,Fairmount Mews,2503,3006,1998,22,359,,Active,NTREIS
MLS Listing,Single Family Residential,3749 Van Ness Ln,Dallas,75220,899000,4,3.5,NORTH DAVILLA DRIVE ESTATES,3076,8233,2018,71,292,,Active,NTREIS
MLS Listing,Single Family Residential,3848 Valley Ridge Rd,Dallas,75220,899000,4,3,Valley Rdg Add,3029,7100,2018,241,297,,Active,NTREIS
MLS Listing,Single Family Residential,5523 Boca Raton Dr,Dallas,75230,899000,4,2.5,Inwood Road Estates,3084,16117,1955,50,292,,Active,NTREIS
MLS Listing,Single Family Residential,5569 Wenonah Dr,Dallas,75209,899000,3,2.5,Greenway Parks,3438,20212,1973,344,261,113,Active,NTREIS
MLS Listing,Single Family Residential,5651 Purdue Ave,Dallas,75209,899000,4,3,Fourth Sec Idlewild,2976,7492,1948,78,302,,Active,NTREIS
MLS Listing,Single Family Residential,5746 Llano Ave,Dallas,75206,899000,4,3.5,Belmont Sub,3492,7492,2003,16,257,,Active,NTREIS
MLS Listing,Single Family Residential,6106 Calm Meadow Rd,Dallas,75248,899000,6,4.5,Prestonwood Creek,4990,17511,1979,8,180,83,Active,NTREIS
MLS Listing,Single Family Residential,6431 Velasco Ave,Dallas,75214,899000,4,3,Country Club Estates,2928,7231,1933,37,307,,Active,NTREIS
MLS Listing,Single Family Residential,7121 Westlake Ave,Dallas,75214,899000,3,3.5,Monticello,2921,12589,1946,3,308,,Active,NTREIS
MLS Listing,Single Family Residential,7515 Kaywood Dr,Dallas,75209,899000,4,3.5,University Blvd Terrace,3447,8146,2018,73,261,,Active,NTREIS
MLS Listing,Single Family Residential,7714 Roper St,Dallas,75209,899000,4,3,Roper Heights,3720,8712,2019,43,242,,Active,NTREIS
MLS Listing,Single Family Residential,8505 Blue Bonnet Rd,Dallas,75209,899000,2,3,Bluffview Estates,2333,22521,1928,3,385,,Active,NTREIS
MLS Listing,Single Family Residential,4731 Purdue Ave,Dallas,75209,899500,4,3,Linwood Place,3195,7623,1940,75,282,,Active,NTREIS
MLS Listing,Single Family Residential,8614 Thunderbird Ln,Dallas,75238,899500,5,3.5,White Rock Forrest 02,3342,9104,1962,8,269,,Active,NTREIS
MLS Listing,Single Family Residential,339 W Brooklyn Ave,Dallas,75208,899900,4,3.5,Dallas Land & Loan 02,3577,6752,2018,33,252,,Active,NTREIS
MLS Listing,Single Family Residential,6572 Lafayette Way,Dallas,75230,899900,4,3,Huffhines Hill,2665,33628,1953,8,338,,Active,NTREIS
MLS Listing,Single Family Residential,6703 Santa Fe Ave,Dallas,75223,899900,4,3.5,Hollywood,3616,9496,2018,62,249,,Active,NTREIS
MLS Listing,Single Family Residential,6936 Teakwood,Dallas,75240,899900,4,4.5,Northwood Hills*,4397,22651,1959,24,205,,Active,NTREIS
MLS Listing,Single Family Residential,7239 Eudora Dr,Dallas,75230,899900,4,3.5,Janmar Circle 02,3464,16640,1957,50,260,,Active,NTREIS
MLS Listing,Vacant Land,906 Kessler Pkwy,Dallas,75208,899900,0,,Kessler Park,,41382,,298,,,Active,NTREIS
MLS Listing,Single Family Residential,12003 Timberlake Ct,Dallas,75230,900000,3,2.5,Timberlake Gardens,3521,4008,1978,60,256,317,Active,NTREIS
MLS Listing,Multi-Family (5+ Unit),2727 Welborn,Dallas,75219,900000,0,,Mansion Park,3442,14375,1971,101,261,750,Active,NTREIS
MLS Listing,Single Family Residential,6923 Royal Ln,Dallas,75230,900000,4,3.5,Hillcrest Havens,3921,16291,2008,113,230,,Active,NTREIS
MLS Listing,Single Family Residential,8507 Craighill Ave,Dallas,75209,900000,4,3.5,Crest Haven Place,3000,10890,2019,28,300,,Active,NTREIS
MLS Listing,Single Family Residential,4715 March Ave,Dallas,75209,905000,4,3.5,Greenway Terrace,3414,6273,2018,16,265,,Active,NTREIS
MLS Listing,Single Family Residential,7239 Lane Park Dr,Dallas,75225,910000,2,2.5,Lane Park Add,2824,5837,1983,4,322,133,Active,NTREIS
MLS Listing,Condo/Co-op,3449 Milton Ave #5,University Park,75205,914900,3,3.5,Hursey Add,2362,28096,2015,29,387,271,Active,NTREIS
MLS Listing,Single Family Residential,4303 Rawlins St,Dallas,75219,915000,3,3.5,Perry Heights Add,3197,11238,1925,156,286,42,Active,NTREIS
MLS Listing,Single Family Residential,6142 Velasco Ave,Dallas,75214,919000,5,3.5,Lakewood Heights,3884,7492,2007,73,237,,Active,NTREIS
MLS Listing,Single Family Residential,7220 CLEMSON Dr,Dallas,75214,919900,4,3.5,University Terrace Rev,4166,8015,2019,23,221,,Active,NTREIS
MLS Listing,Single Family Residential,5207 Vickery Blvd,Dallas,75206,920000,5,3,Vickery Place & Vickery Park Rev,3472,8494,1926,11,265,,Active,NTREIS
MLS Listing,Single Family Residential,10811 Royal Park Dr,Dallas,75230,924500,4,4.5,Royal Park Estates,5156,21475,1983,8,179,,Active,NTREIS
MLS Listing,Single Family Residential,5006 Linnet Ln,Dallas,75209,924900,4,3.5,Shannon Estates,4316,7754,2018,64,214,,Active,NTREIS
MLS Listing,Single Family Residential,5320 Tennington Park,Dallas,75287,924900,5,4.5,Oaktree Ph Four,4744,8276,1998,79,195,121,Active,NTREIS
MLS Listing,Single Family Residential,11031 Lawnhaven Rd,Dallas,75230,925000,5,4,Royal Crest,3546,15333,1953,7,261,,Active,NTREIS
MLS Listing,Single Family Residential,3456 Granada Ave,University Park,75205,925000,3,3.5,University Annex 02,3502,4487,1998,246,264,,Active,NTREIS
MLS Listing,Condo/Co-op,3510 Turtle Creek Blvd Unit 5E,Dallas,75219,925000,2,3.5,Claridge Condos,2811,83984,1984,57,329,1919,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),4136 Prescott Ave,Dallas,75219,925000,4,4.5,University Place #2,3477,3572,2006,130,266,,Active,NTREIS
MLS Listing,Single Family Residential,4167 Park Ln,Dallas,75220,925000,5,5,Glenridge Estates,4301,10019,2014,131,215,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),5036 W University Blvd,Dallas,75209,925000,3,3,Greenway Village,3504,8494,1951,36,264,,Active,NTREIS
MLS Listing,Single Family Residential,5323 Goodwin Ave,Dallas,75206,925000,5,4.5,Vickery Place,4192,8015,2007,302,221,,Active,NTREIS
MLS Listing,Single Family Residential,8510 Craighill Ave,Dallas,75209,925000,4,3.5,Crest Haven Place,3000,10890,2019,28,308,,Active,NTREIS
MLS Listing,Multi-Family (2-4 Unit),,Dallas,75219,925000,5,,Melrose Condo,5014,9496,1925,10,184,,Active,NTREIS
MLS Listing,Single Family Residential,7707 Idlewood Ln,Dallas,75230,928700,4,3.5,Hill Haven Heights 01,3683,18252,1994,34,252,,Active,NTREIS
MLS Listing,Single Family Residential,10929 Candlelight Ln,Dallas,75229,929000,4,4,Midway Hills 04 06 Instl,4052,16814,1960,10,229,,Active,NTREIS
MLS Listing,Single Family Residential,12131 Lueders Ln,Dallas,75230,929000,3,3.5,Lake Forest Ph F,3716,5489,2000,57,250,492,Active,NTREIS
MLS Listing,Single Family Residential,3846 Lively Pkwy,Dallas,75220,929000,4,3.5,Glenridge Estates,3230,10454,2018,38,288,,Active,NTREIS
MLS Listing,Single Family Residential,2729 Amherst Ave,University Park,75225,929500,2,1,Caruth Hills 04,1580,8407,1941,50,588,,Active,NTREIS
MLS Listing,Single Family Residential,9 Meadowlake Dr,Heath,75032,930000,6,7,Meadow Lake Village,7000,44867,1983,57,133,2,Active,NTREIS
MLS Listing,Single Family Residential,9836 Mixon Dr,Dallas,75220,930000,4,4,Marsh Lane Rev,4057,8015,2018,71,229,,Active,NTREIS
MLS Listing,Single Family Residential,3974 Beechwood Ln,Dallas,75220,935000,4,4,Glenridge Estates,3293,7449,2018,172,284,,Active,NTREIS
