SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1327 Big Stone Gap Rd,Duncanville,TX,75137,250000,4,3.0,Greene,2630,9453,1978,22,95,90,Active,,,http://www.redfin.com/TX/Duncanville/1327-Big-Stone-Gap-Rd-75137/home/31316583,NTREIS,14038350,N,Y,32.6423408,-96.9397211
MLS Listing,,Condo/Co-op,4829 N Central Expy #4829,Dallas,TX,75205,259000,2,1.5,Highland Oaks Condo,1138,71918,1957,36,228,325,Active,,,http://www.redfin.com/TX/Dallas/4829-N-Central-Expy-75206/unit-4829/home/147451918,NTREIS,14023787,N,Y,32.8258313,-96.7841011
MLS Listing,,Single Family Residential,1731 Lansford Ave,Dallas,TX,75224,255000,3,2.0,Elmwood 02,1385,7057,1947,52,184,,Active,March-30-2019 12:00 PM,March-30-2019 02:00 PM,http://www.redfin.com/TX/Dallas/1731-Lansford-Ave-75224/home/30843133,NTREIS,14017385,N,Y,32.7292372,-96.8488987
MLS Listing,,Single Family Residential,100 Brookwood Dr,Richardson,TX,75080,260000,3,2.0,Richardson Heights 10 Sec 01,1614,9104,1963,58,161,,Active,,,http://www.redfin.com/TX/Richardson/100-Brookwood-Dr-75080/home/31961625,NTREIS,14010413,N,Y,32.9514689,-96.7647693
MLS Listing,,Condo/Co-op,1001 Belleview St #403,Dallas,TX,75215,299000,2,2.0,Beat At The South Side Station,1127,41077,2007,124,265,404,Active,,,http://www.redfin.com/TX/Dallas/1001-Belleview-St-75215/unit-403/home/30788703,NTREIS,13972613,N,Y,32.769071,-96.7948718
MLS Listing,,Single Family Residential,3823 Ridgeoak Way,Farmers Branch,TX,75244,289900,3,2.0,Country Club Estates,2172,10498,1964,1,133,,Active,,,http://www.redfin.com/TX/Farmers-Branch/3823-Ridgeoak-Way-75244/home/31333755,NTREIS,14054788,N,Y,32.920711,-96.85259
MLS Listing,,Single Family Residential,8535 Strathmore Dr,Dallas,TX,75238,259900,4,3.0,Barkley Square,1859,8102,1963,1,140,,Active,,,http://www.redfin.com/TX/Dallas/8535-Strathmore-Dr-75238/home/31045444,NTREIS,14054283,N,Y,32.8655293,-96.6890848
MLS Listing,,Single Family Residential,7130 Hunnicut Cir,Dallas,TX,75227,296000,3,2.5,Buckner Terrace,2455,15072,1970,1,121,,Active,,,http://www.redfin.com/TX/Dallas/7130-Hunnicut-Cir-75227/home/30907907,NTREIS,14054207,N,Y,32.7851768,-96.7126514
MLS Listing,,Single Family Residential,549 Kirkwood Dr,Dallas,TX,75218,289900,3,1.0,Lake Highlands Estates,1152,8189,1954,1,252,,Active,,,http://www.redfin.com/TX/Dallas/549-Kirkwood-Dr-75218/home/30908515,NTREIS,14054363,N,Y,32.8520384,-96.7083153
MLS Listing,,Single Family Residential,5815 Smoke Glass Trl,Dallas,TX,75252,289000,3,2.0,Bent Trail Add Ph Two,1751,8712,1981,1,165,10,Active,,,http://www.redfin.com/TX/Dallas/5815-Smoke-Glass-Trl-75252/home/31848055,NTREIS,14054738,N,Y,33.0105911,-96.8079296
