SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4525 Mockingbird Ln,Highland Park,TX,75205,865000,3,2.0,Highland Park West 04 Instl,1872,6665,1936,65,462,,Active,,,http://www.redfin.com/TX/Dallas/4525-Mockingbird-Ln-75205/home/32070384,NTREIS,14008670,N,Y,32.8363987,-96.8141455
MLS Listing,,Single Family Residential,681 Mockingbird Ln,Coppell,TX,75019,749900,5,4.5,Northlake Woodlands East 12,5875,17119,1993,1,128,,Active,,,http://www.redfin.com/TX/Coppell/681-Mockingbird-Ln-75019/home/31270475,NTREIS,14054661,N,Y,32.9558144,-96.9678273
MLS Listing,,Single Family Residential,6266 Berwyn Ln,Dallas,TX,75214,739000,4,3.5,Caruth Meadows,3211,9932,1964,1,230,,Active,,,http://www.redfin.com/TX/Dallas/6266-Berwyn-Ln-75214/home/30867203,NTREIS,14053155,N,Y,32.8438441,-96.755275
MLS Listing,,Multi-Family (2-4 Unit),4506 Gilbert Ave,Dallas,TX,75219,892800,2,2.5,North Oak Lawn,2880,7492,2018,1,310,,Active,March-31-2019 02:00 PM,March-31-2019 04:00 PM,http://www.redfin.com/TX/Dallas/4506-Gilbert-Ave-75219/home/146990478,NTREIS,14051327,N,Y,32.8216098,-96.8111942
MLS Listing,,Multi-Family (2-4 Unit),4504 Gilbert Ave,Dallas,TX,75219,753920,2,2.5,North Oak Lawn,2432,7492,2018,1,310,,Active,March-31-2019 02:00 PM,March-31-2019 04:00 PM,http://www.redfin.com/TX/Dallas/4504-Gilbert-Ave-75219/unit-A/home/30809593,NTREIS,14051325,N,Y,32.821703,-96.810967
MLS Listing,,Single Family Residential,4107 Entrada Way,Dallas,TX,75219,879900,3,4.0,Skyline Terrace Villas,3289,,2019,1,268,100,Active,,,http://www.redfin.com/TX/Dallas/4107-Entrada-WAY-75219/home/160895797,NTREIS,14054512,N,Y,32.812205,-96.810985
MLS Listing,,Condo/Co-op,1717 Arts Plz #2004,Dallas,TX,75201,839900,2,2.0,One Arts Plaza Condo,1636,,2005,1,513,1241,Active,,,http://www.redfin.com/TX/Dallas/1717-Arts-Plz-75201/unit-2004/home/30782821,NTREIS,14054437,N,Y,32.791964,-96.7951229
MLS Listing,,Single Family Residential,4126 Entrada Way,Dallas,TX,75219,799000,3,4.0,Skyline Terrace Villas,2938,,2019,1,272,100,Active,,,http://www.redfin.com/TX/Dallas/4126-Entrada-WAY-75219/home/160889175,NTREIS,14054368,N,Y,32.812205,-96.810985
MLS Listing,,Single Family Residential,1511 Sereno Dr,Dallas,TX,75218,779000,4,3.0,Casa Linda Estates,3014,22651,1945,1,258,,Active,March-30-2019 02:00 PM,March-30-2019 04:00 PM,http://www.redfin.com/TX/Dallas/1511-Sereno-Dr-75218/home/30861032,NTREIS,14053117,N,Y,32.8293665,-96.694912
MLS Listing,,Single Family Residential,10264 Sherbrook Ln,Dallas,TX,75229,865000,4,3.5,Walnut Hill Manor Add,3585,15899,1955,1,241,,Active,March-31-2019 01:00 PM,March-31-2019 04:00 PM,http://www.redfin.com/TX/Dallas/10264-Sherbrook-Ln-75229/home/30928965,NTREIS,14051882,N,Y,32.885929,-96.8473517
MLS Listing,,Single Family Residential,1117 N Oak Cliff Blvd,Dallas,TX,75208,849000,4,4.0,Stevens Park Estates,2697,6665,1969,1,315,,Active,March-31-2019 02:00 PM,March-31-2019 04:00 PM,http://www.redfin.com/TX/Dallas/1117-N-Oak-Cliff-Blvd-75208/home/30848421,NTREIS,14050127,N,Y,32.7587997,-96.8549301
MLS Listing,,Single Family Residential,2241 Auburn Ave,Dallas,TX,75214,890000,4,2.5,Gastonwood,2845,34848,1921,2,313,,Active,,,http://www.redfin.com/TX/Dallas/2241-Auburn-Ave-75214/home/30819037,NTREIS,14053617,N,Y,32.8152552,-96.7404298
MLS Listing,,Single Family Residential,6306 Annapolis Ln,Dallas,TX,75214,750000,3,2.5,Caruth Meadows,2632,10106,1962,2,285,,Active,March-31-2019 02:00 PM,March-31-2019 04:00 PM,http://www.redfin.com/TX/Dallas/6306-Annapolis-Ln-75214/home/30867283,NTREIS,14052202,N,Y,32.8454049,-96.7556096
MLS Listing,,Single Family Residential,10450 Solta Dr,Dallas,TX,75218,749000,4,4.5,Lake Highland Estates 7,3176,7884,2019,2,236,,Active,March-30-2019 02:00 PM,March-30-2019 05:00 PM,http://www.redfin.com/TX/Dallas/10450-Solta-Dr-75218/home/30971712,NTREIS,14048968,N,Y,32.8607649,-96.706487
MLS Listing,,Single Family Residential,3867 Echo Brook Ln,Dallas,TX,75229,828800,5,3.0,Royal Oaks Park,3554,13155,1971,2,233,,Active,March-31-2019 01:00 PM,March-31-2019 03:00 PM,http://www.redfin.com/TX/Dallas/3867-Echo-Brook-Ln-75229/home/30928645,NTREIS,14053320,N,Y,32.8916942,-96.8481239
